날짜,발전기코드,발전기명,충전/방전,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,합계
10/26/2020,8192,청명5호태양광ESS,충전,0 ,0 ,0 ,"3,600 ","5,400 ","3,600 ","7,200 ","7,200 ","5,400 ","7,200 ","1,447,200 ","1,686,600 ","1,740,600 ","1,263,600 ","7,200 ","7,200 ","5,400 ","5,400 ",0 ,0 ,0 ,0 ,0 ,0 ,"6,202,800 "
10/27/2020,8192,청명5호태양광ESS,방전,"12,600 ","12,600 ","12,600 ","7,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,141,200 ","1,180,800 ","1,182,600 ","1,184,400 ","748,800 ","19,800 ","5,502,600 "
10/27/2020,8192,청명5호태양광ESS,충전,0 ,0 ,0 ,"1,800 ","5,400 ","5,400 ","5,400 ","7,200 ","7,200 ","5,400 ","1,234,800 ","1,472,400 ","1,535,400 ","1,423,800 ","469,800 ","5,400 ","7,200 ","5,400 ",0 ,0 ,0 ,0 ,0 ,0 ,"6,192,000 "
10/28/2020,8192,청명5호태양광ESS,방전,"12,600 ","12,600 ","12,600 ","5,400 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,141,200 ","1,182,600 ","1,182,600 ","1,182,600 ","768,600 ","21,600 ","5,522,400 "
10/28/2020,8192,청명5호태양광ESS,충전,0 ,0 ,0 ,"1,800 ","5,400 ","5,400 ","7,200 ","7,200 ","5,400 ","7,200 ","883,800 ","1,627,200 ","1,629,000 ","1,549,800 ","478,800 ","7,200 ","5,400 ","5,400 ",0 ,0 ,0 ,0 ,0 ,0 ,"6,226,200 "
10/29/2020,8192,청명5호태양광ESS,방전,"12,600 ","10,800 ","14,400 ","7,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,141,200 ","1,180,800 ","1,182,600 ","1,180,800 ","747,000 ","19,800 ","5,497,200 "
10/29/2020,8192,청명5호태양광ESS,충전,0 ,0 ,0 ,"1,800 ","5,400 ","5,400 ","5,400 ","7,200 ","5,400 ","7,200 ","1,497,600 ","1,747,800 ","1,778,400 ","1,114,200 ","5,400 ","5,400 ","5,400 ","5,400 ","1,800 ",0 ,0 ,0 ,0 ,0 ,"6,199,200 "
10/30/2020,8192,청명5호태양광ESS,방전,"12,600 ","12,600 ","12,600 ","7,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,141,200 ","1,180,800 ","1,182,600 ","1,182,600 ","747,000 ","19,800 ","5,499,000 "
10/30/2020,8192,청명5호태양광ESS,충전,0 ,0 ,0 ,"1,800 ","5,400 ","5,400 ","5,400 ","5,400 ","7,200 ","7,200 ","1,429,200 ","1,668,600 ","1,715,400 ","1,321,200 ","7,200 ","5,400 ","7,200 ","5,400 ",0 ,0 ,0 ,0 ,0 ,0 ,"6,197,400 "
10/31/2020,8192,청명5호태양광ESS,방전,"12,600 ","12,600 ","12,600 ","7,200 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,141,200 ","1,180,800 ","1,182,600 ","1,184,400 ","757,800 ","19,800 ","5,511,600 "
10/31/2020,8192,청명5호태양광ESS,충전,0 ,0 ,0 ,"1,800 ","5,400 ","3,600 ","7,200 ","7,200 ","5,400 ","7,200 ","1,036,800 ","1,191,600 ","1,602,000 ","1,153,800 ","757,800 ","405,000 ","7,200 ","5,400 ",0 ,0 ,0 ,0 ,0 ,0 ,"6,197,400 "
