Meter,ReadingDateTime,ReadingDate,E (Usage kWh),KW,KVA,PF,Quality,QualityText
All,24/11/2019 2:30:00 PM,24/11/2019 12:00:00 AM,16.78,67.12,68.784,0.975802369,A,Actual
All,24/11/2019 2:45:00 PM,24/11/2019 12:00:00 AM,17.02,68.08,69.586,0.978354201,A,Actual
All,24/11/2019 3:00:00 PM,24/11/2019 12:00:00 AM,16.62,66.48,68.09,0.976352674,A,Actual
All,24/11/2019 3:15:00 PM,24/11/2019 12:00:00 AM,16.62,66.48,68.022,0.977335318,A,Actual
All,24/11/2019 3:30:00 PM,24/11/2019 12:00:00 AM,16.6,66.4,68.029,0.976048447,A,Actual
All,24/11/2019 3:45:00 PM,24/11/2019 12:00:00 AM,16.46,65.84,67.262,0.97885166,A,Actual
All,24/11/2019 4:00:00 PM,24/11/2019 12:00:00 AM,16.52,66.08,67.7,0.976075659,A,Actual
All,24/11/2019 4:15:00 PM,24/11/2019 12:00:00 AM,16.94,67.76,69.111,0.980446914,A,Actual
All,24/11/2019 4:30:00 PM,24/11/2019 12:00:00 AM,16.98,67.92,69.514,0.977072319,A,Actual
All,24/11/2019 4:45:00 PM,24/11/2019 12:00:00 AM,16.32,65.28,66.798,0.977273598,A,Actual
All,24/11/2019 5:00:00 PM,24/11/2019 12:00:00 AM,16.7,66.8,68.334,0.977544715,A,Actual
All,24/11/2019 5:15:00 PM,24/11/2019 12:00:00 AM,16.64,66.56,67.935,0.979756892,A,Actual
All,24/11/2019 5:30:00 PM,24/11/2019 12:00:00 AM,16.06,64.24,65.697,0.977820195,A,Actual
All,24/11/2019 5:45:00 PM,24/11/2019 12:00:00 AM,16.46,65.84,67.214,0.979560599,A,Actual
All,24/11/2019 6:00:00 PM,24/11/2019 12:00:00 AM,16.44,65.76,67.353,0.976354436,A,Actual
All,24/11/2019 6:15:00 PM,24/11/2019 12:00:00 AM,16.4,65.6,66.883,0.980810062,A,Actual
All,24/11/2019 6:30:00 PM,24/11/2019 12:00:00 AM,16.14,64.56,66.044,0.977535756,A,Actual
All,24/11/2019 6:45:00 PM,24/11/2019 12:00:00 AM,16.44,65.76,67.119,0.979746833,A,Actual
All,24/11/2019 7:00:00 PM,24/11/2019 12:00:00 AM,16.84,67.36,68.849,0.978376798,A,Actual
All,24/11/2019 7:15:00 PM,24/11/2019 12:00:00 AM,16.66,66.64,67.998,0.980033869,A,Actual
All,24/11/2019 7:30:00 PM,24/11/2019 12:00:00 AM,16.38,65.52,66.9,0.979366634,A,Actual
All,24/11/2019 7:45:00 PM,24/11/2019 12:00:00 AM,17.18,68.72,69.83,0.984107354,A,Actual
All,24/11/2019 8:00:00 PM,24/11/2019 12:00:00 AM,17.56,70.24,71.368,0.984191149,A,Actual
All,24/11/2019 8:15:00 PM,24/11/2019 12:00:00 AM,17.56,70.24,71.411,0.9835999,A,Actual
All,24/11/2019 8:30:00 PM,24/11/2019 12:00:00 AM,17.64,70.56,71.726,0.983744788,A,Actual
All,24/11/2019 8:45:00 PM,24/11/2019 12:00:00 AM,17.58,70.32,71.563,0.982630964,A,Actual
All,24/11/2019 9:00:00 PM,24/11/2019 12:00:00 AM,17.64,70.56,71.726,0.983744788,A,Actual
All,24/11/2019 9:15:00 PM,24/11/2019 12:00:00 AM,17.64,70.56,71.755,0.983348438,A,Actual
All,24/11/2019 9:30:00 PM,24/11/2019 12:00:00 AM,17.74,70.96,72.192,0.982934806,A,Actual
All,24/11/2019 9:45:00 PM,24/11/2019 12:00:00 AM,17.72,70.88,72.143,0.982493513,A,Actual
All,24/11/2019 10:00:00 PM,24/11/2019 12:00:00 AM,17.78,71.12,72.424,0.98199858,A,Actual
All,24/11/2019 10:15:00 PM,24/11/2019 12:00:00 AM,17.76,71.04,72.3,0.982570304,A,Actual
All,24/11/2019 10:30:00 PM,24/11/2019 12:00:00 AM,19.02,76.08,77.3,0.984215807,A,Actual
All,24/11/2019 10:45:00 PM,24/11/2019 12:00:00 AM,18.1,72.4,73.551,0.984353537,A,Actual
All,24/11/2019 11:00:00 PM,24/11/2019 12:00:00 AM,17.98,71.92,73.15,0.983180263,A,Actual
All,24/11/2019 11:15:00 PM,24/11/2019 12:00:00 AM,17.94,71.76,72.879,0.984650647,A,Actual
All,24/11/2019 11:30:00 PM,24/11/2019 12:00:00 AM,18.06,72.24,73.243,0.986305185,A,Actual
All,24/11/2019 11:45:00 PM,24/11/2019 12:00:00 AM,18.16,72.64,73.759,0.984827234,A,Actual
All,25/11/2019 12:00:00 AM,25/11/2019 12:00:00 AM,17.86,71.44,72.606,0.983940315,A,Actual
All,25/11/2019 12:15:00 AM,25/11/2019 12:00:00 AM,17.98,71.92,73.15,0.983180263,A,Actual
All,25/11/2019 12:30:00 AM,25/11/2019 12:00:00 AM,17.92,71.68,72.9,0.983267444,A,Actual
All,25/11/2019 12:45:00 AM,25/11/2019 12:00:00 AM,18.14,72.56,73.824,0.982884454,A,Actual
All,25/11/2019 1:00:00 AM,25/11/2019 12:00:00 AM,17.82,71.28,72.536,0.98268446,A,Actual
All,25/11/2019 1:15:00 AM,25/11/2019 12:00:00 AM,18.3,73.2,74.438,0.983367388,A,Actual
All,25/11/2019 1:30:00 AM,25/11/2019 12:00:00 AM,17.96,71.84,73.116,0.982548683,A,Actual
All,25/11/2019 1:45:00 AM,25/11/2019 12:00:00 AM,17.9,71.6,72.836,0.983033474,A,Actual
All,25/11/2019 2:00:00 AM,25/11/2019 12:00:00 AM,18.64,74.56,75.79,0.98376848,A,Actual
All,25/11/2019 2:15:00 AM,25/11/2019 12:00:00 AM,17.8,71.2,72.443,0.982847109,A,Actual
All,25/11/2019 2:30:00 AM,25/11/2019 12:00:00 AM,18.28,73.12,74.478,0.981760496,A,Actual
All,25/11/2019 2:45:00 AM,25/11/2019 12:00:00 AM,18.14,72.56,73.751,0.983852534,A,Actual
All,25/11/2019 3:00:00 AM,25/11/2019 12:00:00 AM,17.94,71.76,73.008,0.982909349,A,Actual
All,25/11/2019 3:15:00 AM,25/11/2019 12:00:00 AM,18.2,72.8,74.074,0.982798727,A,Actual
All,25/11/2019 3:30:00 AM,25/11/2019 12:00:00 AM,18.06,72.24,73.524,0.982538052,A,Actual
All,25/11/2019 3:45:00 AM,25/11/2019 12:00:00 AM,17.78,71.12,72.349,0.983009635,A,Actual
All,25/11/2019 4:00:00 AM,25/11/2019 12:00:00 AM,18.64,74.56,75.748,0.984322915,A,Actual
All,25/11/2019 4:15:00 AM,25/11/2019 12:00:00 AM,22.34,89.36,91.659,0.974918009,A,Actual
All,25/11/2019 4:30:00 AM,25/11/2019 12:00:00 AM,60.52,242.08,266.232,0.909282847,A,Actual
All,25/11/2019 4:45:00 AM,25/11/2019 12:00:00 AM,53.66,214.64,221.684,0.968223774,A,Actual
All,25/11/2019 5:00:00 AM,25/11/2019 12:00:00 AM,59.8,239.2,243.127,0.983848838,A,Actual
All,25/11/2019 5:15:00 AM,25/11/2019 12:00:00 AM,68.68,274.72,281.128,0.97720719,A,Actual
All,25/11/2019 5:30:00 AM,25/11/2019 12:00:00 AM,71.7,286.8,294.207,0.974824743,A,Actual
All,25/11/2019 5:45:00 AM,25/11/2019 12:00:00 AM,70.66,282.64,293.12,0.964245508,A,Actual
All,25/11/2019 6:00:00 AM,25/11/2019 12:00:00 AM,71.58,286.32,302.992,0.944976661,A,Actual
All,25/11/2019 6:15:00 AM,25/11/2019 12:00:00 AM,97.48,389.92,424.731,0.918040537,A,Actual
All,25/11/2019 6:30:00 AM,25/11/2019 12:00:00 AM,132.58,530.32,577.35,0.918541915,A,Actual
All,25/11/2019 6:45:00 AM,25/11/2019 12:00:00 AM,138.6,554.4,602.572,0.920055889,A,Actual
All,25/11/2019 7:00:00 AM,25/11/2019 12:00:00 AM,139.08,556.32,607.124,0.916320572,A,Actual
All,25/11/2019 7:15:00 AM,25/11/2019 12:00:00 AM,129.14,516.56,562.941,0.91760919,A,Actual
All,25/11/2019 7:30:00 AM,25/11/2019 12:00:00 AM,123.86,495.44,542.48,0.913287799,A,Actual
All,25/11/2019 7:45:00 AM,25/11/2019 12:00:00 AM,129.68,518.72,567.23,0.914479135,A,Actual
All,25/11/2019 8:00:00 AM,25/11/2019 12:00:00 AM,126.14,504.56,550.597,0.916387271,A,Actual
All,25/11/2019 8:15:00 AM,25/11/2019 12:00:00 AM,126.68,506.72,551.782,0.918333174,A,Actual
All,25/11/2019 8:30:00 AM,25/11/2019 12:00:00 AM,116.94,467.76,512.672,0.912396817,A,Actual
All,25/11/2019 8:45:00 AM,25/11/2019 12:00:00 AM,135.32,541.28,589.093,0.918835683,A,Actual
All,25/11/2019 9:00:00 AM,25/11/2019 12:00:00 AM,137.64,550.56,597.507,0.921428582,A,Actual
All,25/11/2019 9:15:00 AM,25/11/2019 12:00:00 AM,137.58,550.32,596.08,0.923231704,A,Actual
All,25/11/2019 9:30:00 AM,25/11/2019 12:00:00 AM,123.24,492.96,542.831,0.908127543,A,Actual
All,25/11/2019 9:45:00 AM,25/11/2019 12:00:00 AM,124.86,499.44,542.76,0.920186277,A,Actual
All,25/11/2019 10:00:00 AM,25/11/2019 12:00:00 AM,136.32,545.28,592.426,0.920418395,A,Actual
All,25/11/2019 10:15:00 AM,25/11/2019 12:00:00 AM,147.82,591.28,641.338,0.921947367,A,Actual
All,25/11/2019 10:30:00 AM,25/11/2019 12:00:00 AM,138.04,552.16,593.637,0.930131,A,Actual
All,25/11/2019 10:45:00 AM,25/11/2019 12:00:00 AM,128.34,513.36,551.38,0.931045706,A,Actual
All,25/11/2019 11:00:00 AM,25/11/2019 12:00:00 AM,130.5,522,566.063,0.922158613,A,Actual
All,25/11/2019 11:15:00 AM,25/11/2019 12:00:00 AM,119.5,478,518.062,0.92266979,A,Actual
All,25/11/2019 11:30:00 AM,25/11/2019 12:00:00 AM,119.12,476.48,512.375,0.929944578,A,Actual
All,25/11/2019 11:45:00 AM,25/11/2019 12:00:00 AM,108.7,434.8,475.889,0.913658975,A,Actual
All,25/11/2019 12:00:00 PM,25/11/2019 12:00:00 AM,133.9,535.6,583.117,0.918512286,A,Actual
All,25/11/2019 12:15:00 PM,25/11/2019 12:00:00 AM,129.04,516.16,570.211,0.905209409,A,Actual
All,25/11/2019 12:30:00 PM,25/11/2019 12:00:00 AM,125.36,501.44,552.509,0.907569107,A,Actual
All,25/11/2019 12:45:00 PM,25/11/2019 12:00:00 AM,135.26,541.04,591.59,0.91455169,A,Actual
All,25/11/2019 1:00:00 PM,25/11/2019 12:00:00 AM,146.1,584.4,636.259,0.918493422,A,Actual
All,25/11/2019 1:15:00 PM,25/11/2019 12:00:00 AM,156.74,626.96,680.68,0.921079138,A,Actual
All,25/11/2019 1:30:00 PM,25/11/2019 12:00:00 AM,145.66,582.64,636.143,0.915894495,A,Actual
All,25/11/2019 1:45:00 PM,25/11/2019 12:00:00 AM,119.46,477.84,520.321,0.918355886,A,Actual
All,25/11/2019 2:00:00 PM,25/11/2019 12:00:00 AM,104.9,419.6,451.686,0.928964482,A,Actual
All,25/11/2019 2:15:00 PM,25/11/2019 12:00:00 AM,94.46,377.84,402.088,0.93969463,A,Actual
All,25/11/2019 2:30:00 PM,25/11/2019 12:00:00 AM,97.58,390.32,421.417,0.926207779,A,Actual
All,25/11/2019 2:45:00 PM,25/11/2019 12:00:00 AM,94.08,376.32,398.852,0.943507607,A,Actual
All,25/11/2019 3:00:00 PM,25/11/2019 12:00:00 AM,95.52,382.08,402.295,0.949751678,A,Actual
All,25/11/2019 3:15:00 PM,25/11/2019 12:00:00 AM,102.96,411.84,443.678,0.928240228,A,Actual
All,25/11/2019 3:30:00 PM,25/11/2019 12:00:00 AM,103.46,413.84,446.011,0.927869305,A,Actual
All,25/11/2019 3:45:00 PM,25/11/2019 12:00:00 AM,93.42,373.68,401.657,0.930346644,A,Actual
All,25/11/2019 4:00:00 PM,25/11/2019 12:00:00 AM,85.34,341.36,355.459,0.960334575,A,Actual
All,25/11/2019 4:15:00 PM,25/11/2019 12:00:00 AM,79.38,317.52,344.203,0.922477573,A,Actual
All,25/11/2019 4:30:00 PM,25/11/2019 12:00:00 AM,66.12,264.48,286.566,0.92292817,A,Actual
All,25/11/2019 4:45:00 PM,25/11/2019 12:00:00 AM,58.06,232.24,243.891,0.952229714,A,Actual
All,25/11/2019 5:00:00 PM,25/11/2019 12:00:00 AM,37.7,150.8,155.417,0.970293699,A,Actual
All,25/11/2019 5:15:00 PM,25/11/2019 12:00:00 AM,29.1,116.4,119.339,0.975375947,A,Actual
All,25/11/2019 5:30:00 PM,25/11/2019 12:00:00 AM,24.98,99.92,102.078,0.978856331,A,Actual
All,25/11/2019 5:45:00 PM,25/11/2019 12:00:00 AM,24.78,99.12,101.446,0.977069523,A,Actual
All,25/11/2019 6:00:00 PM,25/11/2019 12:00:00 AM,24.64,98.56,100.714,0.978608721,A,Actual
All,25/11/2019 6:15:00 PM,25/11/2019 12:00:00 AM,24.4,97.6,99.709,0.978846682,A,Actual
All,25/11/2019 6:30:00 PM,25/11/2019 12:00:00 AM,23.14,92.56,94.73,0.977092481,A,Actual
All,25/11/2019 6:45:00 PM,25/11/2019 12:00:00 AM,22.84,91.36,93.524,0.976866568,A,Actual
All,25/11/2019 7:00:00 PM,25/11/2019 12:00:00 AM,23.34,93.36,95.546,0.977123422,A,Actual
All,25/11/2019 7:15:00 PM,25/11/2019 12:00:00 AM,22.08,88.32,90.417,0.976807567,A,Actual
All,25/11/2019 7:30:00 PM,25/11/2019 12:00:00 AM,22.74,90.96,92.948,0.978613697,A,Actual
All,25/11/2019 7:45:00 PM,25/11/2019 12:00:00 AM,23.14,92.56,94.325,0.981291741,A,Actual
All,25/11/2019 8:00:00 PM,25/11/2019 12:00:00 AM,23.04,92.16,94.139,0.97898039,A,Actual
All,25/11/2019 8:15:00 PM,25/11/2019 12:00:00 AM,23.16,92.64,94.609,0.979190924,A,Actual
All,25/11/2019 8:30:00 PM,25/11/2019 12:00:00 AM,19.28,77.12,78.946,0.976873607,A,Actual
All,25/11/2019 8:45:00 PM,25/11/2019 12:00:00 AM,19.08,76.32,77.85,0.980342791,A,Actual
All,25/11/2019 9:00:00 PM,25/11/2019 12:00:00 AM,19.04,76.16,77.662,0.980659782,A,Actual
All,25/11/2019 9:15:00 PM,25/11/2019 12:00:00 AM,19.06,76.24,77.772,0.98030278,A,Actual
All,25/11/2019 9:30:00 PM,25/11/2019 12:00:00 AM,19.42,77.68,79.442,0.977817096,A,Actual
All,25/11/2019 9:45:00 PM,25/11/2019 12:00:00 AM,19.28,77.12,78.698,0.979950159,A,Actual
All,25/11/2019 10:00:00 PM,25/11/2019 12:00:00 AM,19,76,77.428,0.981561623,A,Actual
All,25/11/2019 10:15:00 PM,25/11/2019 12:00:00 AM,19.3,77.2,78.636,0.981737021,A,Actual
All,25/11/2019 10:30:00 PM,25/11/2019 12:00:00 AM,19.62,78.48,79.805,0.983401466,A,Actual
All,25/11/2019 10:45:00 PM,25/11/2019 12:00:00 AM,18.98,75.92,77.289,0.982293233,A,Actual
All,25/11/2019 11:00:00 PM,25/11/2019 12:00:00 AM,19.38,77.52,78.788,0.983902432,A,Actual
All,25/11/2019 11:15:00 PM,25/11/2019 12:00:00 AM,19.36,77.44,78.584,0.985442455,A,Actual
All,25/11/2019 11:30:00 PM,25/11/2019 12:00:00 AM,18.98,75.92,77.129,0.984331216,A,Actual
All,25/11/2019 11:45:00 PM,25/11/2019 12:00:00 AM,19.02,76.08,77.3,0.984215807,A,Actual
All,26/11/2019 12:00:00 AM,26/11/2019 12:00:00 AM,19.1,76.4,77.701,0.983254684,A,Actual
All,26/11/2019 12:15:00 AM,26/11/2019 12:00:00 AM,19.12,76.48,77.722,0.984017816,A,Actual
All,26/11/2019 12:30:00 AM,26/11/2019 12:00:00 AM,19.56,78.24,79.554,0.983481434,A,Actual
All,26/11/2019 12:45:00 AM,26/11/2019 12:00:00 AM,19.16,76.64,77.981,0.982802495,A,Actual
All,26/11/2019 1:00:00 AM,26/11/2019 12:00:00 AM,19.36,77.44,78.812,0.982595348,A,Actual
All,26/11/2019 1:15:00 AM,26/11/2019 12:00:00 AM,19.4,77.6,78.984,0.982480076,A,Actual
All,26/11/2019 1:30:00 AM,26/11/2019 12:00:00 AM,19.66,78.64,80.021,0.982747434,A,Actual
All,26/11/2019 1:45:00 AM,26/11/2019 12:00:00 AM,19.34,77.36,78.949,0.979872834,A,Actual
All,26/11/2019 2:00:00 AM,26/11/2019 12:00:00 AM,19.32,77.28,78.73,0.981583622,A,Actual
All,26/11/2019 2:15:00 AM,26/11/2019 12:00:00 AM,19.76,79.04,80.58,0.980884906,A,Actual
All,26/11/2019 2:30:00 AM,26/11/2019 12:00:00 AM,19.76,79.04,80.534,0.98144956,A,Actual
All,26/11/2019 2:45:00 AM,26/11/2019 12:00:00 AM,19.66,78.64,80.157,0.981076477,A,Actual
All,26/11/2019 3:00:00 AM,26/11/2019 12:00:00 AM,19.84,79.36,80.758,0.982692307,A,Actual
All,26/11/2019 3:15:00 AM,26/11/2019 12:00:00 AM,19.38,77.52,78.846,0.98318091,A,Actual
All,26/11/2019 3:30:00 AM,26/11/2019 12:00:00 AM,19.74,78.96,80.38,0.982338558,A,Actual
All,26/11/2019 3:45:00 AM,26/11/2019 12:00:00 AM,19.24,76.96,78.355,0.982195286,A,Actual
All,26/11/2019 4:00:00 AM,26/11/2019 12:00:00 AM,19.1,76.4,77.836,0.981556502,A,Actual
All,26/11/2019 4:15:00 AM,26/11/2019 12:00:00 AM,25.18,100.72,103.69,0.971355524,A,Actual
All,26/11/2019 4:30:00 AM,26/11/2019 12:00:00 AM,60.8,243.2,266.69,0.911921506,A,Actual
All,26/11/2019 4:45:00 AM,26/11/2019 12:00:00 AM,55.68,222.72,230.515,0.966183072,A,Actual
All,26/11/2019 5:00:00 AM,26/11/2019 12:00:00 AM,58.44,233.76,236.185,0.989731535,A,Actual
All,26/11/2019 5:15:00 AM,26/11/2019 12:00:00 AM,66.94,267.76,271.442,0.986433736,A,Actual
All,26/11/2019 5:30:00 AM,26/11/2019 12:00:00 AM,68.14,272.56,276.401,0.986102953,A,Actual
All,26/11/2019 5:45:00 AM,26/11/2019 12:00:00 AM,88.56,354.24,377.176,0.939191263,A,Actual
All,26/11/2019 6:00:00 AM,26/11/2019 12:00:00 AM,86.92,347.68,378.499,0.918575573,A,Actual
All,26/11/2019 6:15:00 AM,26/11/2019 12:00:00 AM,108.2,432.8,473.476,0.914090026,A,Actual
All,26/11/2019 6:30:00 AM,26/11/2019 12:00:00 AM,135.04,540.16,588.286,0.918192789,A,Actual
All,26/11/2019 6:45:00 AM,26/11/2019 12:00:00 AM,135.58,542.32,592.794,0.914854758,A,Actual
All,26/11/2019 7:00:00 AM,26/11/2019 12:00:00 AM,136.46,545.84,599.637,0.910284222,A,Actual
All,26/11/2019 7:15:00 AM,26/11/2019 12:00:00 AM,138.6,554.4,604.373,0.917314004,A,Actual
All,26/11/2019 7:30:00 AM,26/11/2019 12:00:00 AM,145.58,582.32,637.695,0.913163731,A,Actual
All,26/11/2019 7:45:00 AM,26/11/2019 12:00:00 AM,127.8,511.2,563.989,0.906400448,A,Actual
All,26/11/2019 8:00:00 AM,26/11/2019 12:00:00 AM,127.98,511.92,563.366,0.908681212,A,Actual
All,26/11/2019 8:15:00 AM,26/11/2019 12:00:00 AM,126.02,504.08,552.457,0.912432888,A,Actual
All,26/11/2019 8:30:00 AM,26/11/2019 12:00:00 AM,134.6,538.4,588.658,0.914622333,A,Actual
All,26/11/2019 8:45:00 AM,26/11/2019 12:00:00 AM,141.58,566.32,617.314,0.917393221,A,Actual
All,26/11/2019 9:00:00 AM,26/11/2019 12:00:00 AM,137.54,550.16,603.934,0.910959821,A,Actual
All,26/11/2019 9:15:00 AM,26/11/2019 12:00:00 AM,140.7,562.8,610.806,0.921405925,A,Actual
All,26/11/2019 9:30:00 AM,26/11/2019 12:00:00 AM,138.62,554.48,603.748,0.918396326,A,Actual
All,26/11/2019 9:45:00 AM,26/11/2019 12:00:00 AM,152.52,610.08,668.197,0.913024836,A,Actual
All,26/11/2019 10:00:00 AM,26/11/2019 12:00:00 AM,161,644,707.371,0.910412948,A,Actual
All,26/11/2019 10:15:00 AM,26/11/2019 12:00:00 AM,142.82,571.28,626.443,0.911943017,A,Actual
All,26/11/2019 10:30:00 AM,26/11/2019 12:00:00 AM,125.44,501.76,542.432,0.925019821,A,Actual
All,26/11/2019 10:45:00 AM,26/11/2019 12:00:00 AM,131.76,527.04,574.275,0.917748641,A,Actual
All,26/11/2019 11:00:00 AM,26/11/2019 12:00:00 AM,132.4,529.6,573.14,0.924032136,A,Actual
All,26/11/2019 11:15:00 AM,26/11/2019 12:00:00 AM,129.74,518.96,568.066,0.913555851,A,Actual
All,26/11/2019 11:30:00 AM,26/11/2019 12:00:00 AM,132.72,530.88,583.204,0.910281901,A,Actual
All,26/11/2019 11:45:00 AM,26/11/2019 12:00:00 AM,122.76,491.04,535.614,0.916780118,A,Actual
All,26/11/2019 12:00:00 PM,26/11/2019 12:00:00 AM,138.9,555.6,609.288,0.911884649,A,Actual
All,26/11/2019 12:15:00 PM,26/11/2019 12:00:00 AM,143.58,574.32,646.956,0.887726454,A,Actual
All,26/11/2019 12:30:00 PM,26/11/2019 12:00:00 AM,140.62,562.48,625.667,0.899007946,A,Actual
All,26/11/2019 12:45:00 PM,26/11/2019 12:00:00 AM,124.24,496.96,551.08,0.90179245,A,Actual
All,26/11/2019 1:00:00 PM,26/11/2019 12:00:00 AM,120.96,483.84,534.767,0.904767837,A,Actual
All,26/11/2019 1:15:00 PM,26/11/2019 12:00:00 AM,120.56,482.24,530.718,0.908655205,A,Actual
All,26/11/2019 1:30:00 PM,26/11/2019 12:00:00 AM,111.08,444.32,481.835,0.922140899,A,Actual
All,26/11/2019 1:45:00 PM,26/11/2019 12:00:00 AM,89.98,359.92,381.179,0.94422751,A,Actual
All,26/11/2019 2:00:00 PM,26/11/2019 12:00:00 AM,99.12,396.48,428.785,0.92465878,A,Actual
All,26/11/2019 2:15:00 PM,26/11/2019 12:00:00 AM,100.36,401.44,428.019,0.937901983,A,Actual
All,26/11/2019 2:30:00 PM,26/11/2019 12:00:00 AM,109.74,438.96,471.077,0.931822898,A,Actual
All,26/11/2019 2:45:00 PM,26/11/2019 12:00:00 AM,116.32,465.28,500.784,0.929103352,A,Actual
All,26/11/2019 3:00:00 PM,26/11/2019 12:00:00 AM,110.88,443.52,482.535,0.919145038,A,Actual
All,26/11/2019 3:15:00 PM,26/11/2019 12:00:00 AM,120.7,482.8,523.726,0.921856631,A,Actual
All,26/11/2019 3:30:00 PM,26/11/2019 12:00:00 AM,118.72,474.88,517.223,0.918133993,A,Actual
All,26/11/2019 3:45:00 PM,26/11/2019 12:00:00 AM,81.32,325.28,347.21,0.936839512,A,Actual
All,26/11/2019 4:00:00 PM,26/11/2019 12:00:00 AM,76.18,304.72,332.529,0.916372554,A,Actual
All,26/11/2019 4:15:00 PM,26/11/2019 12:00:00 AM,72.58,290.32,314.85,0.922089123,A,Actual
All,26/11/2019 4:30:00 PM,26/11/2019 12:00:00 AM,62.54,250.16,272.987,0.916379156,A,Actual
All,26/11/2019 4:45:00 PM,26/11/2019 12:00:00 AM,55.9,223.6,240.944,0.928018009,A,Actual
All,26/11/2019 5:00:00 PM,26/11/2019 12:00:00 AM,39.1,156.4,162.957,0.959763216,A,Actual
All,26/11/2019 5:15:00 PM,26/11/2019 12:00:00 AM,24.7,98.8,101.451,0.97387031,A,Actual
All,26/11/2019 5:30:00 PM,26/11/2019 12:00:00 AM,28.38,113.52,116.266,0.97638099,A,Actual
All,26/11/2019 5:45:00 PM,26/11/2019 12:00:00 AM,24.56,98.24,101.322,0.969582603,A,Actual
All,26/11/2019 6:00:00 PM,26/11/2019 12:00:00 AM,22.86,91.44,94.681,0.965770593,A,Actual
All,26/11/2019 6:15:00 PM,26/11/2019 12:00:00 AM,22.3,89.2,91.931,0.970295892,A,Actual
All,26/11/2019 6:30:00 PM,26/11/2019 12:00:00 AM,23.02,92.08,94.709,0.972241389,A,Actual
All,26/11/2019 6:45:00 PM,26/11/2019 12:00:00 AM,26.76,107.04,109.425,0.97820711,A,Actual
All,26/11/2019 7:00:00 PM,26/11/2019 12:00:00 AM,24.88,99.52,102.134,0.97440436,A,Actual
All,26/11/2019 7:15:00 PM,26/11/2019 12:00:00 AM,23,92,94.726,0.971225543,A,Actual
All,26/11/2019 7:30:00 PM,26/11/2019 12:00:00 AM,26.9,107.6,109.891,0.979155722,A,Actual
All,26/11/2019 7:45:00 PM,26/11/2019 12:00:00 AM,22.42,89.68,91.78,0.977121221,A,Actual
All,26/11/2019 8:00:00 PM,26/11/2019 12:00:00 AM,19.84,79.36,81.483,0.973942497,A,Actual
All,26/11/2019 8:15:00 PM,26/11/2019 12:00:00 AM,23.88,95.52,97.462,0.980072274,A,Actual
All,26/11/2019 8:30:00 PM,26/11/2019 12:00:00 AM,23.96,95.84,97.76,0.980359765,A,Actual
All,26/11/2019 8:45:00 PM,26/11/2019 12:00:00 AM,20.38,81.52,83.843,0.972291946,A,Actual
All,26/11/2019 9:00:00 PM,26/11/2019 12:00:00 AM,22.64,90.56,92.59,0.978079717,A,Actual
All,26/11/2019 9:15:00 PM,26/11/2019 12:00:00 AM,24.64,98.56,100.49,0.980794402,A,Actual
All,26/11/2019 9:30:00 PM,26/11/2019 12:00:00 AM,22.18,88.72,90.528,0.980033042,A,Actual
All,26/11/2019 9:45:00 PM,26/11/2019 12:00:00 AM,16.22,64.88,65.333,0.993066747,A,Actual
All,26/11/2019 10:00:00 PM,26/11/2019 12:00:00 AM,19.32,77.28,77.669,0.994996307,A,Actual
All,26/11/2019 10:15:00 PM,26/11/2019 12:00:00 AM,19.62,78.48,78.847,0.995343775,A,Actual
All,26/11/2019 10:30:00 PM,26/11/2019 12:00:00 AM,16.08,64.32,64.777,0.992946866,A,Actual
All,26/11/2019 10:45:00 PM,26/11/2019 12:00:00 AM,17.88,71.52,71.931,0.994283841,A,Actual
All,26/11/2019 11:00:00 PM,26/11/2019 12:00:00 AM,19.8,79.2,79.571,0.995331368,A,Actual
All,26/11/2019 11:15:00 PM,26/11/2019 12:00:00 AM,19.24,76.96,77.274,0.995935506,A,Actual
All,26/11/2019 11:30:00 PM,26/11/2019 12:00:00 AM,15.54,62.16,62.566,0.993503866,A,Actual
All,26/11/2019 11:45:00 PM,26/11/2019 12:00:00 AM,18.94,75.76,76.14,0.995005927,A,Actual
All,27/11/2019 12:00:00 AM,27/11/2019 12:00:00 AM,19.96,79.84,80.264,0.994716441,A,Actual
All,27/11/2019 12:15:00 AM,27/11/2019 12:00:00 AM,19.1,76.4,76.86,0.994010049,A,Actual
All,27/11/2019 12:30:00 AM,27/11/2019 12:00:00 AM,16.1,64.4,64.885,0.992522484,A,Actual
All,27/11/2019 12:45:00 AM,27/11/2019 12:00:00 AM,19.46,77.84,78.25,0.994760129,A,Actual
All,27/11/2019 1:00:00 AM,27/11/2019 12:00:00 AM,19.66,78.64,79.046,0.994865386,A,Actual
All,27/11/2019 1:15:00 AM,27/11/2019 12:00:00 AM,17.64,70.56,70.985,0.994006798,A,Actual
All,27/11/2019 1:30:00 AM,27/11/2019 12:00:00 AM,16.7,66.8,67.249,0.993320071,A,Actual
All,27/11/2019 1:45:00 AM,27/11/2019 12:00:00 AM,19.66,78.64,78.927,0.996368778,A,Actual
All,27/11/2019 2:00:00 AM,27/11/2019 12:00:00 AM,19.46,77.84,78.158,0.995935014,A,Actual
All,27/11/2019 2:15:00 AM,27/11/2019 12:00:00 AM,16.56,66.24,66.548,0.995364881,A,Actual
