Meter,ReadingDateTime,ReadingDate,E (Usage kWh),KW,KVA,PF,Quality,QualityText
All,1/1/2020 0:00,1/1/2020 0:00,9.06,36.24,36.33,0.997514197,A,Actual
All,1/1/2020 0:15,1/1/2020 0:00,9.1,36.4,36.562,0.995563997,A,Actual
All,1/1/2020 0:30,1/1/2020 0:00,9.06,36.24,36.354,0.99685704,A,Actual
All,1/1/2020 0:45,1/1/2020 0:00,9.1,36.4,36.533,0.996346638,A,Actual
All,1/1/2020 1:00,1/1/2020 0:00,8.9,35.6,35.676,0.997883142,A,Actual
All,1/1/2020 1:15,1/1/2020 0:00,8.88,35.52,35.564,0.998774589,A,Actual
All,1/1/2020 1:30,1/1/2020 0:00,9.08,36.32,36.375,0.998487424,A,Actual
All,1/1/2020 1:45,1/1/2020 0:00,9.16,36.64,36.699,0.998392599,A,Actual
All,1/1/2020 2:00,1/1/2020 0:00,8.92,35.68,35.761,0.997745286,A,Actual
All,1/1/2020 2:15,1/1/2020 0:00,8.96,35.84,35.896,0.998446613,A,Actual
All,1/1/2020 2:30,1/1/2020 0:00,9.04,36.16,36.224,0.998220539,A,Actual
All,1/1/2020 2:45,1/1/2020 0:00,8.98,35.92,35.985,0.998196743,A,Actual
All,1/1/2020 3:00,1/1/2020 0:00,9.46,37.84,37.902,0.998374739,A,Actual
All,1/1/2020 3:15,1/1/2020 0:00,9.1,36.4,36.459,0.998371338,A,Actual
All,1/1/2020 3:30,1/1/2020 0:00,9.02,36.08,36.149,0.998078257,A,Actual
All,1/1/2020 3:45,1/1/2020 0:00,10.12,40.48,40.556,0.998128509,A,Actual
All,1/1/2020 4:00,1/1/2020 0:00,9.12,36.48,36.544,0.998251691,A,Actual
All,1/1/2020 4:15,1/1/2020 0:00,8.8,35.2,35.261,0.998258719,A,Actual
All,1/1/2020 4:30,1/1/2020 0:00,9.02,36.08,36.135,0.998467154,A,Actual
All,1/1/2020 4:45,1/1/2020 0:00,8.74,34.96,35.037,0.997805456,A,Actual
All,1/1/2020 5:00,1/1/2020 0:00,8.04,32.16,32.296,0.995791111,A,Actual
All,1/1/2020 5:15,1/1/2020 0:00,7.94,31.76,31.905,0.995450266,A,Actual
All,1/1/2020 5:30,1/1/2020 0:00,7.76,31.04,31.166,0.995956174,A,Actual
All,1/1/2020 5:45,1/1/2020 0:00,8.1,32.4,32.599,0.993883628,A,Actual
All,1/1/2020 6:00,1/1/2020 0:00,8.54,34.16,34.317,0.995421817,A,Actual
All,1/1/2020 6:15,1/1/2020 0:00,8.14,32.56,32.725,0.994964368,A,Actual
All,1/1/2020 6:30,1/1/2020 0:00,8.58,34.32,34.484,0.995241862,A,Actual
All,1/1/2020 6:45,1/1/2020 0:00,9.04,36.16,36.316,0.995710679,A,Actual
All,1/1/2020 7:00,1/1/2020 0:00,8.46,33.84,33.999,0.995335395,A,Actual
All,1/1/2020 7:15,1/1/2020 0:00,8.5,34,34.174,0.994920638,A,Actual
All,1/1/2020 7:30,1/1/2020 0:00,8.92,35.68,36.168,0.986513138,A,Actual
All,1/1/2020 7:45,1/1/2020 0:00,9.24,36.96,37.67,0.981148204,A,Actual
All,1/1/2020 8:00,1/1/2020 0:00,8.96,35.84,36.3,0.987330272,A,Actual
All,1/1/2020 8:15,1/1/2020 0:00,9.08,36.32,36.468,0.99594711,A,Actual
All,1/1/2020 8:30,1/1/2020 0:00,8.94,35.76,36.113,0.99021361,A,Actual
All,1/1/2020 8:45,1/1/2020 0:00,9.5,38,38.768,0.980181757,A,Actual
All,1/1/2020 9:00,1/1/2020 0:00,9.12,36.48,36.983,0.986393822,A,Actual
All,1/1/2020 9:15,1/1/2020 0:00,9.24,36.96,37.524,0.984976182,A,Actual
All,1/1/2020 9:30,1/1/2020 0:00,9.04,36.16,36.603,0.987886641,A,Actual
All,1/1/2020 9:45,1/1/2020 0:00,9.22,36.88,37.404,0.985986322,A,Actual
All,1/1/2020 10:00,1/1/2020 0:00,9.88,39.52,40.259,0.981636053,A,Actual
All,1/1/2020 10:15,1/1/2020 0:00,9.34,37.36,37.789,0.98863938,A,Actual
All,1/1/2020 10:30,1/1/2020 0:00,9.96,39.84,40.651,0.98004728,A,Actual
All,1/1/2020 10:45,1/1/2020 0:00,9.46,37.84,38.325,0.987336316,A,Actual
All,1/1/2020 11:00,1/1/2020 0:00,9.86,39.44,40.341,0.977657163,A,Actual
All,1/1/2020 11:15,1/1/2020 0:00,9.9,39.6,40.498,0.977831377,A,Actual
All,1/1/2020 11:30,1/1/2020 0:00,9.42,37.68,38.193,0.986563311,A,Actual
All,1/1/2020 11:45,1/1/2020 0:00,9.66,38.64,39.509,0.978009467,A,Actual
All,1/1/2020 12:00,1/1/2020 0:00,9.64,38.56,39.302,0.981124797,A,Actual
All,1/1/2020 12:15,1/1/2020 0:00,10.82,43.28,43.942,0.984929755,A,Actual
All,1/1/2020 12:30,1/1/2020 0:00,10.08,40.32,41.269,0.97700098,A,Actual
All,1/1/2020 12:45,1/1/2020 0:00,9.14,36.56,37.116,0.985021264,A,Actual
All,1/1/2020 13:00,1/1/2020 0:00,10.54,42.16,43.085,0.97853013,A,Actual
All,1/1/2020 13:15,1/1/2020 0:00,10.76,43.04,44.046,0.97716002,A,Actual
All,1/1/2020 13:30,1/1/2020 0:00,10.24,40.96,41.63,0.983900638,A,Actual
All,1/1/2020 13:45,1/1/2020 0:00,10.06,40.24,41.059,0.980052617,A,Actual
All,1/1/2020 14:00,1/1/2020 0:00,9.84,39.36,40.297,0.976744255,A,Actual
All,1/1/2020 14:15,1/1/2020 0:00,10.84,43.36,44.106,0.98307684,A,Actual
All,1/1/2020 14:30,1/1/2020 0:00,10.46,41.84,42.644,0.981153597,A,Actual
All,1/1/2020 14:45,1/1/2020 0:00,10.14,40.56,41.341,0.981098138,A,Actual
All,1/1/2020 15:00,1/1/2020 0:00,10.18,40.72,41.483,0.981605267,A,Actual
All,1/1/2020 15:15,1/1/2020 0:00,11.32,45.28,46.205,0.979976704,A,Actual
All,1/1/2020 15:30,1/1/2020 0:00,10.3,41.2,42.064,0.97946802,A,Actual
All,1/1/2020 15:45,1/1/2020 0:00,9.24,36.96,37.419,0.987745647,A,Actual
All,1/1/2020 16:00,1/1/2020 0:00,10.3,41.2,42.096,0.9787109,A,Actual
All,1/1/2020 16:15,1/1/2020 0:00,10.84,43.36,44.325,0.978223032,A,Actual
All,1/1/2020 16:30,1/1/2020 0:00,9.56,38.24,38.988,0.980816622,A,Actual
All,1/1/2020 16:45,1/1/2020 0:00,10.28,41.12,42.172,0.975058238,A,Actual
All,1/1/2020 17:00,1/1/2020 0:00,9.96,39.84,40.443,0.985080871,A,Actual
All,1/1/2020 17:15,1/1/2020 0:00,10.52,42.08,42.879,0.98136205,A,Actual
All,1/1/2020 17:30,1/1/2020 0:00,10.32,41.28,42.364,0.974423047,A,Actual
All,1/1/2020 17:45,1/1/2020 0:00,9.42,37.68,38.206,0.986223494,A,Actual
All,1/1/2020 18:00,1/1/2020 0:00,8.76,35.04,35.788,0.979091753,A,Actual
All,1/1/2020 18:15,1/1/2020 0:00,8.48,33.92,34.549,0.981807614,A,Actual
All,1/1/2020 18:30,1/1/2020 0:00,8.48,33.92,34.504,0.983081549,A,Actual
All,1/1/2020 18:45,1/1/2020 0:00,8.48,33.92,34.304,0.988799052,A,Actual
All,1/1/2020 19:00,1/1/2020 0:00,8.34,33.36,33.939,0.982952145,A,Actual
All,1/1/2020 19:15,1/1/2020 0:00,8.42,33.68,34.298,0.98198976,A,Actual
All,1/1/2020 19:30,1/1/2020 0:00,8.84,35.36,35.684,0.99091197,A,Actual
All,1/1/2020 19:45,1/1/2020 0:00,8.12,32.48,32.959,0.985460214,A,Actual
All,1/1/2020 20:00,1/1/2020 0:00,8.88,35.52,35.997,0.986751911,A,Actual
All,1/1/2020 20:15,1/1/2020 0:00,8.84,35.36,35.559,0.99439388,A,Actual
All,1/1/2020 20:30,1/1/2020 0:00,9.66,38.64,38.978,0.991335054,A,Actual
All,1/1/2020 20:45,1/1/2020 0:00,9.3,37.2,37.562,0.990371038,A,Actual
All,1/1/2020 21:00,1/1/2020 0:00,9.14,36.56,36.686,0.996560829,A,Actual
All,1/1/2020 21:15,1/1/2020 0:00,8.98,35.92,36.142,0.993856737,A,Actual
All,1/1/2020 21:30,1/1/2020 0:00,9.98,39.92,40.227,0.992369297,A,Actual
All,1/1/2020 21:45,1/1/2020 0:00,9.3,37.2,37.39,0.994930668,A,Actual
All,1/1/2020 22:00,1/1/2020 0:00,9.4,37.6,37.838,0.993701886,A,Actual
All,1/1/2020 22:15,1/1/2020 0:00,9.46,37.84,38.164,0.991518378,A,Actual
All,1/1/2020 22:30,1/1/2020 0:00,9.4,37.6,37.838,0.993701886,A,Actual
All,1/1/2020 22:45,1/1/2020 0:00,8.84,35.36,35.512,0.995725365,A,Actual
All,1/1/2020 23:00,1/1/2020 0:00,9.26,37.04,37.239,0.994668961,A,Actual
All,1/1/2020 23:15,1/1/2020 0:00,9.3,37.2,37.398,0.994714377,A,Actual
All,1/1/2020 23:30,1/1/2020 0:00,9.96,39.84,40.04,0.99499754,A,Actual
All,1/1/2020 23:45,1/1/2020 0:00,9.82,39.28,39.46,0.995449771,A,Actual
All,2/1/2020 0:00,2/1/2020 0:00,9.06,36.24,36.361,0.99668103,A,Actual
All,2/1/2020 0:15,2/1/2020 0:00,8.94,35.76,35.852,0.997447249,A,Actual
All,2/1/2020 0:30,2/1/2020 0:00,9.06,36.24,36.403,0.995525082,A,Actual
All,2/1/2020 0:45,2/1/2020 0:00,8.92,35.68,35.796,0.996758301,A,Actual
All,2/1/2020 1:00,2/1/2020 0:00,9.24,36.96,37.085,0.996634471,A,Actual
All,2/1/2020 1:15,2/1/2020 0:00,9.44,37.76,38.084,0.991482858,A,Actual
All,2/1/2020 1:30,2/1/2020 0:00,9.16,36.64,36.809,0.995417115,A,Actual
All,2/1/2020 1:45,2/1/2020 0:00,8.9,35.6,35.652,0.998548738,A,Actual
All,2/1/2020 2:00,2/1/2020 0:00,9.78,39.12,39.508,0.990190984,A,Actual
All,2/1/2020 2:15,2/1/2020 0:00,8.94,35.76,35.825,0.998180609,A,Actual
All,2/1/2020 2:30,2/1/2020 0:00,9.12,36.48,36.564,0.997697201,A,Actual
All,2/1/2020 2:45,2/1/2020 0:00,9.08,36.32,36.389,0.998103548,A,Actual
All,2/1/2020 3:00,2/1/2020 0:00,9.02,36.08,36.14,0.998342276,A,Actual
All,2/1/2020 3:15,2/1/2020 0:00,9.44,37.76,37.852,0.997564737,A,Actual
All,2/1/2020 3:30,2/1/2020 0:00,9.14,36.56,36.629,0.998128237,A,Actual
All,2/1/2020 3:45,2/1/2020 0:00,9.9,39.6,39.614,0.999655422,A,Actual
All,2/1/2020 4:00,2/1/2020 0:00,17.3,69.2,69.22,0.999705434,A,Actual
All,2/1/2020 4:15,2/1/2020 0:00,51.4,205.6,226.908,0.906093062,A,Actual
All,2/1/2020 4:30,2/1/2020 0:00,48.24,192.96,209.318,0.921851052,A,Actual
All,2/1/2020 4:45,2/1/2020 0:00,45.28,181.12,196.203,0.923125162,A,Actual
All,2/1/2020 5:00,2/1/2020 0:00,51.98,207.92,236.815,0.877985926,A,Actual
All,2/1/2020 5:15,2/1/2020 0:00,60.82,243.28,274.231,0.887135589,A,Actual
All,2/1/2020 5:30,2/1/2020 0:00,60.92,243.68,274.512,0.887683939,A,Actual
All,2/1/2020 5:45,2/1/2020 0:00,60.16,240.64,272.415,0.883358955,A,Actual
All,2/1/2020 6:00,2/1/2020 0:00,49.2,196.8,216.67,0.908294096,A,Actual
All,2/1/2020 6:15,2/1/2020 0:00,53.88,215.52,245.632,0.877409681,A,Actual
All,2/1/2020 6:30,2/1/2020 0:00,49.78,199.12,213.794,0.931364185,A,Actual
All,2/1/2020 6:45,2/1/2020 0:00,48.44,193.76,204.692,0.946591543,A,Actual
All,2/1/2020 7:00,2/1/2020 0:00,60.04,240.16,260.736,0.921085777,A,Actual
All,2/1/2020 7:15,2/1/2020 0:00,74.74,298.96,332.041,0.900369409,A,Actual
All,2/1/2020 7:30,2/1/2020 0:00,74.16,296.64,329.919,0.89912935,A,Actual
All,2/1/2020 7:45,2/1/2020 0:00,62.66,250.64,274.493,0.913101077,A,Actual
All,2/1/2020 8:00,2/1/2020 0:00,58.44,233.76,254.917,0.917005186,A,Actual
All,2/1/2020 8:15,2/1/2020 0:00,59.36,237.44,257.546,0.921933288,A,Actual
All,2/1/2020 8:30,2/1/2020 0:00,57.06,228.24,242.308,0.94194341,A,Actual
All,2/1/2020 8:45,2/1/2020 0:00,51.96,207.84,219.984,0.944795685,A,Actual
All,2/1/2020 9:00,2/1/2020 0:00,47.1,188.4,204.246,0.922415008,A,Actual
All,2/1/2020 9:15,2/1/2020 0:00,49.76,199.04,222.856,0.893131142,A,Actual
All,2/1/2020 9:30,2/1/2020 0:00,46.2,184.8,199.364,0.92694681,A,Actual
All,2/1/2020 9:45,2/1/2020 0:00,47.98,191.92,206.627,0.928823391,A,Actual
All,2/1/2020 10:00,2/1/2020 0:00,49.72,198.88,221.327,0.898580782,A,Actual
All,2/1/2020 10:15,2/1/2020 0:00,40.96,163.84,173.67,0.943397802,A,Actual
All,2/1/2020 10:30,2/1/2020 0:00,46.24,184.96,201.172,0.919412199,A,Actual
All,2/1/2020 10:45,2/1/2020 0:00,48.88,195.52,216.7,0.90225915,A,Actual
All,2/1/2020 11:00,2/1/2020 0:00,60.4,241.6,270.081,0.894545656,A,Actual
All,2/1/2020 11:15,2/1/2020 0:00,72.74,290.96,322.647,0.901789859,A,Actual
All,2/1/2020 11:30,2/1/2020 0:00,61.62,246.48,274.808,0.896916729,A,Actual
All,2/1/2020 11:45,2/1/2020 0:00,59.12,236.48,262.837,0.899719956,A,Actual
All,2/1/2020 12:00,2/1/2020 0:00,57.1,228.4,253.474,0.901079323,A,Actual
All,2/1/2020 12:15,2/1/2020 0:00,54.54,218.16,239.161,0.912190424,A,Actual
All,2/1/2020 12:30,2/1/2020 0:00,49.68,198.72,217.365,0.914220854,A,Actual
All,2/1/2020 12:45,2/1/2020 0:00,39.2,156.8,169.846,0.923188372,A,Actual
All,2/1/2020 13:00,2/1/2020 0:00,39.8,159.2,171.822,0.926537614,A,Actual
All,2/1/2020 13:15,2/1/2020 0:00,39.98,159.92,173.652,0.920922729,A,Actual
All,2/1/2020 13:30,2/1/2020 0:00,38.58,154.32,168.67,0.914922955,A,Actual
All,2/1/2020 13:45,2/1/2020 0:00,25.7,102.8,103.738,0.990956462,A,Actual
All,2/1/2020 14:00,2/1/2020 0:00,22.82,91.28,91.616,0.996331757,A,Actual
All,2/1/2020 14:15,2/1/2020 0:00,14.56,58.24,58.854,0.989565386,A,Actual
All,2/1/2020 14:30,2/1/2020 0:00,10.48,41.92,42.901,0.977142739,A,Actual
All,2/1/2020 14:45,2/1/2020 0:00,10.86,43.44,44.861,0.968333014,A,Actual
All,2/1/2020 15:00,2/1/2020 0:00,10.92,43.68,45.034,0.969933182,A,Actual
All,2/1/2020 15:15,2/1/2020 0:00,10.2,40.8,41.562,0.981675393,A,Actual
All,2/1/2020 15:30,2/1/2020 0:00,10.04,40.16,41.505,0.96759683,A,Actual
All,2/1/2020 15:45,2/1/2020 0:00,11.02,44.08,45.684,0.964885015,A,Actual
All,2/1/2020 16:00,2/1/2020 0:00,10.76,43.04,43.979,0.97864623,A,Actual
All,2/1/2020 16:15,2/1/2020 0:00,10.08,40.32,41.868,0.963023435,A,Actual
All,2/1/2020 16:30,2/1/2020 0:00,10.62,42.48,44.014,0.965140436,A,Actual
All,2/1/2020 16:45,2/1/2020 0:00,9.78,39.12,40.206,0.97299806,A,Actual
All,2/1/2020 17:00,2/1/2020 0:00,10.9,43.6,44.75,0.974300805,A,Actual
All,2/1/2020 17:15,2/1/2020 0:00,10.36,41.44,42.686,0.970800322,A,Actual
All,2/1/2020 17:30,2/1/2020 0:00,9.54,38.16,39.369,0.969299915,A,Actual
All,2/1/2020 17:45,2/1/2020 0:00,9.14,36.56,37.309,0.979915485,A,Actual
All,2/1/2020 18:00,2/1/2020 0:00,9.52,38.08,39.331,0.968197952,A,Actual
All,2/1/2020 18:15,2/1/2020 0:00,8.46,33.84,35.027,0.966121235,A,Actual
All,2/1/2020 18:30,2/1/2020 0:00,8.08,32.32,33.13,0.975557927,A,Actual
All,2/1/2020 18:45,2/1/2020 0:00,9.26,37.04,38.071,0.972918764,A,Actual
All,2/1/2020 19:00,2/1/2020 0:00,7.88,31.52,32.262,0.976996869,A,Actual
All,2/1/2020 19:15,2/1/2020 0:00,8.12,32.48,33.549,0.968146836,A,Actual
All,2/1/2020 19:30,2/1/2020 0:00,8.34,33.36,34.343,0.971363132,A,Actual
All,2/1/2020 19:45,2/1/2020 0:00,7.72,30.88,31.727,0.973317914,A,Actual
All,2/1/2020 20:00,2/1/2020 0:00,7.6,30.4,31.002,0.980580633,A,Actual
All,2/1/2020 20:15,2/1/2020 0:00,9.52,38.08,38.863,0.979861631,A,Actual
All,2/1/2020 20:30,2/1/2020 0:00,8.7,34.8,35.355,0.984301522,A,Actual
All,2/1/2020 20:45,2/1/2020 0:00,8.6,34.4,34.853,0.987007368,A,Actual
All,2/1/2020 21:00,2/1/2020 0:00,9.24,36.96,37.58,0.983492965,A,Actual
All,2/1/2020 21:15,2/1/2020 0:00,8.26,33.04,33.58,0.983907865,A,Actual
All,2/1/2020 21:30,2/1/2020 0:00,8.86,35.44,35.843,0.988755418,A,Actual
All,2/1/2020 21:45,2/1/2020 0:00,9,36,36.777,0.9788716,A,Actual
All,2/1/2020 22:00,2/1/2020 0:00,8.78,35.12,35.698,0.983798144,A,Actual
All,2/1/2020 22:15,2/1/2020 0:00,8.66,34.64,35.156,0.985328448,A,Actual
All,2/1/2020 22:30,2/1/2020 0:00,9.08,36.32,37.123,0.97836657,A,Actual
All,2/1/2020 22:45,2/1/2020 0:00,8.74,34.96,35.31,0.99008499,A,Actual
All,2/1/2020 23:00,2/1/2020 0:00,8.66,34.64,35.226,0.983357302,A,Actual
All,2/1/2020 23:15,2/1/2020 0:00,8.22,32.88,33.076,0.994059527,A,Actual
All,2/1/2020 23:30,2/1/2020 0:00,8.18,32.72,33.004,0.991396484,A,Actual
All,2/1/2020 23:45,2/1/2020 0:00,8.26,33.04,33.353,0.990609894,A,Actual
All,3/1/2020 0:00,3/1/2020 0:00,8.88,35.52,35.791,0.992414677,A,Actual
All,3/1/2020 0:15,3/1/2020 0:00,7.96,31.84,32.052,0.993386988,A,Actual
All,3/1/2020 0:30,3/1/2020 0:00,8.18,32.72,32.926,0.993734794,A,Actual
All,3/1/2020 0:45,3/1/2020 0:00,8.58,34.32,34.611,0.991587398,A,Actual
All,3/1/2020 1:00,3/1/2020 0:00,9.24,36.96,37.221,0.992988363,A,Actual
All,3/1/2020 1:15,3/1/2020 0:00,8.22,32.88,33.184,0.99084493,A,Actual
All,3/1/2020 1:30,3/1/2020 0:00,8.3,33.2,33.431,0.993101534,A,Actual
All,3/1/2020 1:45,3/1/2020 0:00,8.14,32.56,32.835,0.991627509,A,Actual
All,3/1/2020 2:00,3/1/2020 0:00,8.4,33.6,33.897,0.991227928,A,Actual
All,3/1/2020 2:15,3/1/2020 0:00,8.86,35.44,35.722,0.992104594,A,Actual
All,3/1/2020 2:30,3/1/2020 0:00,8.48,33.92,34.341,0.987744053,A,Actual
All,3/1/2020 2:45,3/1/2020 0:00,8.28,33.12,33.411,0.99129059,A,Actual
All,3/1/2020 3:00,3/1/2020 0:00,8.34,33.36,33.704,0.989806712,A,Actual
All,3/1/2020 3:15,3/1/2020 0:00,8.86,35.44,35.702,0.992652578,A,Actual
All,3/1/2020 3:30,3/1/2020 0:00,8.52,34.08,34.201,0.996448398,A,Actual
All,3/1/2020 3:45,3/1/2020 0:00,18.14,72.56,74.235,0.977438231,A,Actual
All,3/1/2020 4:00,3/1/2020 0:00,74.2,296.8,343.037,0.86521332,A,Actual
All,3/1/2020 4:15,3/1/2020 0:00,55.56,222.24,236.72,0.938832629,A,Actual
All,3/1/2020 4:30,3/1/2020 0:00,57.5,230,243.359,0.945107149,A,Actual
All,3/1/2020 4:45,3/1/2020 0:00,70.16,280.64,308.287,0.910322025,A,Actual
All,3/1/2020 5:00,3/1/2020 0:00,64.24,256.96,286.154,0.897977039,A,Actual
All,3/1/2020 5:15,3/1/2020 0:00,52.7,210.8,226.625,0.930171069,A,Actual
All,3/1/2020 5:30,3/1/2020 0:00,60.68,242.72,265.081,0.91564403,A,Actual
All,3/1/2020 5:45,3/1/2020 0:00,67.34,269.36,299.02,0.900807925,A,Actual
All,3/1/2020 6:00,3/1/2020 0:00,56.58,226.32,248.474,0.910840023,A,Actual
All,3/1/2020 6:15,3/1/2020 0:00,48.34,193.36,203.501,0.950166574,A,Actual
All,3/1/2020 6:30,3/1/2020 0:00,57.96,231.84,249.221,0.930259059,A,Actual
All,3/1/2020 6:45,3/1/2020 0:00,66.98,267.92,297.168,0.90157765,A,Actual
All,3/1/2020 7:00,3/1/2020 0:00,73.8,295.2,326.305,0.904674187,A,Actual
All,3/1/2020 7:15,3/1/2020 0:00,73.34,293.36,324.951,0.902783155,A,Actual
All,3/1/2020 7:30,3/1/2020 0:00,79.88,319.52,351.263,0.909631892,A,Actual
All,3/1/2020 7:45,3/1/2020 0:00,72.18,288.72,318.571,0.906298577,A,Actual
All,3/1/2020 8:00,3/1/2020 0:00,69.52,278.08,309.415,0.898728681,A,Actual
All,3/1/2020 8:15,3/1/2020 0:00,51.36,205.44,218.443,0.940475896,A,Actual
All,3/1/2020 8:30,3/1/2020 0:00,55.52,222.08,245.361,0.905114066,A,Actual
All,3/1/2020 8:45,3/1/2020 0:00,54.1,216.4,235.082,0.920529858,A,Actual
All,3/1/2020 9:00,3/1/2020 0:00,64.6,258.4,278.574,0.92758278,A,Actual
All,3/1/2020 9:15,3/1/2020 0:00,73.28,293.12,321.307,0.912275237,A,Actual
All,3/1/2020 9:30,3/1/2020 0:00,72.78,291.12,319.747,0.910469271,A,Actual
All,3/1/2020 9:45,3/1/2020 0:00,63.18,252.72,283.395,0.891757908,A,Actual
All,3/1/2020 10:00,3/1/2020 0:00,73.38,293.52,318.7,0.920991499,A,Actual
All,3/1/2020 10:15,3/1/2020 0:00,82.04,328.16,360.386,0.910579212,A,Actual
All,3/1/2020 10:30,3/1/2020 0:00,71.16,284.64,313.96,0.906612307,A,Actual
All,3/1/2020 10:45,3/1/2020 0:00,62.94,251.76,266.486,0.94473953,A,Actual
All,3/1/2020 11:00,3/1/2020 0:00,79.02,316.08,345.245,0.915523334,A,Actual
All,3/1/2020 11:15,3/1/2020 0:00,83.2,332.8,365.869,0.90961616,A,Actual
All,3/1/2020 11:30,3/1/2020 0:00,77.06,308.24,342.765,0.899274777,A,Actual
All,3/1/2020 11:45,3/1/2020 0:00,74.84,299.36,334.16,0.895859022,A,Actual
All,3/1/2020 12:00,3/1/2020 0:00,50,200,227.908,0.877546541,A,Actual
All,3/1/2020 12:15,3/1/2020 0:00,51.76,207.04,233.405,0.887042787,A,Actual
All,3/1/2020 12:30,3/1/2020 0:00,57.22,228.88,255.343,0.896361246,A,Actual
All,3/1/2020 12:45,3/1/2020 0:00,56.46,225.84,249.717,0.904382603,A,Actual
All,3/1/2020 13:00,3/1/2020 0:00,55.42,221.68,246.589,0.8989866,A,Actual
All,3/1/2020 13:15,3/1/2020 0:00,55.1,220.4,245.368,0.898241358,A,Actual
All,3/1/2020 13:30,3/1/2020 0:00,58.7,234.8,260.213,0.902337041,A,Actual
All,3/1/2020 13:45,3/1/2020 0:00,55.6,222.4,246.129,0.903592197,A,Actual
All,3/1/2020 14:00,3/1/2020 0:00,45.68,182.72,198.766,0.919269873,A,Actual
All,3/1/2020 14:15,3/1/2020 0:00,28.2,112.8,117.539,0.959679181,A,Actual
All,3/1/2020 14:30,3/1/2020 0:00,21.52,86.08,90.084,0.955548352,A,Actual
All,3/1/2020 14:45,3/1/2020 0:00,14.72,58.88,63.828,0.922482487,A,Actual
All,3/1/2020 15:00,3/1/2020 0:00,14.38,57.52,62.204,0.924704728,A,Actual
All,3/1/2020 15:15,3/1/2020 0:00,15.24,60.96,65.283,0.933787053,A,Actual
All,3/1/2020 15:30,3/1/2020 0:00,15.12,60.48,65.038,0.929911746,A,Actual
All,3/1/2020 15:45,3/1/2020 0:00,14.4,57.6,62.618,0.919870349,A,Actual
All,3/1/2020 16:00,3/1/2020 0:00,15.02,60.08,65.182,0.921727706,A,Actual
All,3/1/2020 16:15,3/1/2020 0:00,14.6,58.4,62.751,0.930658455,A,Actual
All,3/1/2020 16:30,3/1/2020 0:00,14.38,57.52,62.702,0.917353792,A,Actual
All,3/1/2020 16:45,3/1/2020 0:00,14.86,59.44,64.375,0.923334069,A,Actual
All,3/1/2020 17:00,3/1/2020 0:00,15.34,61.36,66.152,0.927556422,A,Actual
All,3/1/2020 17:15,3/1/2020 0:00,13.62,54.48,58.695,0.928194417,A,Actual
All,3/1/2020 17:30,3/1/2020 0:00,14.14,56.56,61.535,0.919144981,A,Actual
All,3/1/2020 17:45,3/1/2020 0:00,14.84,59.36,64.519,0.920040484,A,Actual
All,3/1/2020 18:00,3/1/2020 0:00,12.9,51.6,56.252,0.917295989,A,Actual
All,3/1/2020 18:15,3/1/2020 0:00,12.84,51.36,56.489,0.909198894,A,Actual
All,3/1/2020 18:30,3/1/2020 0:00,13.14,52.56,57.914,0.907554615,A,Actual
All,3/1/2020 18:45,3/1/2020 0:00,12.56,50.24,55.473,0.905666636,A,Actual
All,3/1/2020 19:00,3/1/2020 0:00,12.48,49.92,54.88,0.909616185,A,Actual
All,3/1/2020 19:15,3/1/2020 0:00,12.72,50.88,56.602,0.898904196,A,Actual
All,3/1/2020 19:30,3/1/2020 0:00,13.14,52.56,58.289,0.90171573,A,Actual
All,3/1/2020 19:45,3/1/2020 0:00,12.1,48.4,53.953,0.897080245,A,Actual
All,3/1/2020 20:00,3/1/2020 0:00,12.86,51.44,56.865,0.904595429,A,Actual
All,3/1/2020 20:15,3/1/2020 0:00,13.44,53.76,58.584,0.917655288,A,Actual
All,3/1/2020 20:30,3/1/2020 0:00,12.98,51.92,56.203,0.923791309,A,Actual
All,3/1/2020 20:45,3/1/2020 0:00,13.4,53.6,58,0.924134426,A,Actual
All,3/1/2020 21:00,3/1/2020 0:00,13.58,54.32,59.004,0.920611339,A,Actual
All,3/1/2020 21:15,3/1/2020 0:00,12.88,51.52,55.958,0.920690847,A,Actual
All,3/1/2020 21:30,3/1/2020 0:00,12.98,51.92,56.42,0.920241539,A,Actual
All,3/1/2020 21:45,3/1/2020 0:00,13.26,53.04,57.796,0.917707075,A,Actual
All,3/1/2020 22:00,3/1/2020 0:00,12.62,50.48,54.446,0.927153437,A,Actual
All,3/1/2020 22:15,3/1/2020 0:00,13.44,53.76,57.5,0.934949855,A,Actual
All,3/1/2020 22:30,3/1/2020 0:00,12.94,51.76,56.431,0.91722781,A,Actual
All,3/1/2020 22:45,3/1/2020 0:00,12.62,50.48,54.476,0.926642514,A,Actual
All,3/1/2020 23:00,3/1/2020 0:00,13.24,52.96,57.226,0.925457832,A,Actual
All,3/1/2020 23:15,3/1/2020 0:00,12.5,50,53.911,0.927449691,A,Actual
All,3/1/2020 23:30,3/1/2020 0:00,12.52,50.08,53.663,0.933230246,A,Actual
All,3/1/2020 23:45,3/1/2020 0:00,12.8,51.2,55.632,0.920330974,A,Actual
All,4/1/2020 0:00,4/1/2020 0:00,13.86,55.44,59.412,0.93313728,A,Actual
All,4/1/2020 0:15,4/1/2020 0:00,12.66,50.64,54.158,0.93504813,A,Actual
All,4/1/2020 0:30,4/1/2020 0:00,12.16,48.64,51.892,0.937338967,A,Actual
