Meter ID          ,Date / Time           ,KWH(ch: 1  set:0)    ,KVARH(ch: 2  set:0)  ,KVAH(ch: 2  set:0)   ,PF(ch: 3  set:0)     ,KW(ch: 1  set:0)    ,KVAR(ch: 2  set:0)  ,KVA(0(ch: 2  set:0) ,PF(0(ch: 3  set:0)  ,, PV 17.7 kW
H202014127676     ,2018/01/17 14:30,41.15,,,,164.61,,,,,1/17/18 14:30,3.97
H202014127676     ,2018/01/17 14:45,41.22,,,,164.86,,,,,1/17/18 14:45,4.38
H202014127676     ,2018/01/17 15:00,42.66,,,,170.62,,,,,1/17/18 15:00,2.94
H202014127676     ,2018/01/17 15:15,41.12,,,,164.48,,,,,1/17/18 15:15,2.44
H202014127676     ,2018/01/17 15:30,41.31,,,,165.25,,,,,1/17/18 15:30,2.49
H202014127676     ,2018/01/17 15:45,40.77,,,,163.07,,,,,1/17/18 15:45,9.32
H202014127676     ,2018/01/17 16:00,40.45,,,,161.79,,,,,1/17/18 16:00,8.55
H202014127676     ,2018/01/17 16:15,40.42,,,,161.66,,,,,1/17/18 16:15,2.45
H202014127676     ,2018/01/17 16:30,40.38,,,,161.54,,,,,1/17/18 16:30,1.34
H202014127676     ,2018/01/17 16:45,40.74,,,,162.94,,,,,1/17/18 16:45,1.68
H202014127676     ,2018/01/17 17:00,40.64,,,,162.56,,,,,1/17/18 17:00,0.75
H202014127676     ,2018/01/17 17:15,40.48,,,,161.92,,,,,1/17/18 17:15,0.48
H202014127676     ,2018/01/17 17:30,40.42,,,,161.66,,,,,1/17/18 17:30,0.18
H202014127676     ,2018/01/17 17:45,40.26,,,,161.02,,,,,1/17/18 17:45,0.14
H202014127676     ,2018/01/17 18:00,39.78,,,,159.1,,,,,1/17/18 18:00,0.02
H202014127676     ,2018/01/17 18:15,40.29,,,,161.15,,,,,1/17/18 18:15,0.02
H202014127676     ,2018/01/17 18:30,41.02,,,,164.1,,,,,1/17/18 18:30,0.03
H202014127676     ,2018/01/17 18:45,40.51,,,,162.05,,,,,1/17/18 18:45,0.03
H202014127676     ,2018/01/17 19:00,40.22,,,,160.9,,,,,1/17/18 19:00,0.03
H202014127676     ,2018/01/17 19:15,40.06,,,,160.26,,,,,1/17/18 19:15,0.03
H202014127676     ,2018/01/17 19:30,40.13,,,,160.51,,,,,1/17/18 19:30,0.03
H202014127676     ,2018/01/17 19:45,40.1,,,,160.38,,,,,1/17/18 19:45,0.03
H202014127676     ,2018/01/17 20:00,39.49,,,,157.95,,,,,1/17/18 20:00,0.03
H202014127676     ,2018/01/17 20:15,39.2,,,,156.8,,,,,1/17/18 20:15,0.03
H202014127676     ,2018/01/17 20:30,39.84,,,,159.36,,,,,1/17/18 20:30,0.04
H202014127676     ,2018/01/17 20:45,39.65,,,,158.59,,,,,1/17/18 20:45,0.04
H202014127676     ,2018/01/17 21:00,39.55,,,,158.21,,,,,1/17/18 21:00,0.04
H202014127676     ,2018/01/17 21:15,39.52,,,,158.08,,,,,1/17/18 21:15,0.04
H202014127676     ,2018/01/17 21:30,39.62,,,,158.46,,,,,1/17/18 21:30,0.04
H202014127676     ,2018/01/17 21:45,39.42,,,,157.7,,,,,1/17/18 21:45,0.04
H202014127676     ,2018/01/17 22:00,39.23,,,,156.93,,,,,1/17/18 22:00,0.04
H202014127676     ,2018/01/17 22:15,39.62,,,,158.46,,,,,1/17/18 22:15,0.05
H202014127676     ,2018/01/17 22:30,39.87,,,,159.49,,,,,1/17/18 22:30,0.05
H202014127676     ,2018/01/17 22:45,39.71,,,,158.85,,,,,1/17/18 22:45,0.05
H202014127676     ,2018/01/17 23:00,39.97,,,,159.87,,,,,1/17/18 23:00,0.05
H202014127676     ,2018/01/17 23:15,39.81,,,,159.23,,,,,1/17/18 23:15,0.05
H202014127676     ,2018/01/17 23:30,39.49,,,,157.95,,,,,1/17/18 23:30,0.05
H202014127676     ,2018/01/17 23:45,39.2,,,,156.8,,,,,1/17/18 23:45,0.05
H202014127676     ,2018/01/18 0:00,39.39,,,,157.57,,,,,1/18/18 0:00,0.06
H202014127676     ,2018/01/18 0:15,39.65,,,,158.59,,,,,1/18/18 0:15,0.06
H202014127676     ,2018/01/18 0:30,39.94,,,,159.74,,,,,1/18/18 0:30,0.07
H202014127676     ,2018/01/18 0:45,39.97,,,,159.87,,,,,1/18/18 0:45,0.07
H202014127676     ,2018/01/18 1:00,39.74,,,,158.98,,,,,1/18/18 1:00,0.07
H202014127676     ,2018/01/18 1:15,40.13,,,,160.51,,,,,1/18/18 1:15,0.07
H202014127676     ,2018/01/18 1:30,40.06,,,,160.26,,,,,1/18/18 1:30,0.08
H202014127676     ,2018/01/18 1:45,39.58,,,,158.34,,,,,1/18/18 1:45,0.08
H202014127676     ,2018/01/18 2:00,38.94,,,,155.78,,,,,1/18/18 2:00,0.08
H202014127676     ,2018/01/18 2:15,39.01,,,,156.03,,,,,1/18/18 2:15,0.08
H202014127676     ,2018/01/18 2:30,39.39,,,,157.57,,,,,1/18/18 2:30,0.08
H202014127676     ,2018/01/18 2:45,38.88,,,,155.52,,,,,1/18/18 2:45,0.09
H202014127676     ,2018/01/18 3:00,39.04,,,,156.16,,,,,1/18/18 3:00,0.09
H202014127676     ,2018/01/18 3:15,39.26,,,,157.06,,,,,1/18/18 3:15,0.09
H202014127676     ,2018/01/18 3:30,39.1,,,,156.42,,,,,1/18/18 3:30,0.09
H202014127676     ,2018/01/18 3:45,39.26,,,,157.06,,,,,1/18/18 3:45,0.1
H202014127676     ,2018/01/18 4:00,38.98,,,,155.9,,,,,1/18/18 4:00,0.1
H202014127676     ,2018/01/18 4:15,39.3,,,,157.18,,,,,1/18/18 4:15,0.1
H202014127676     ,2018/01/18 4:30,39.1,,,,156.42,,,,,1/18/18 4:30,0.1
H202014127676     ,2018/01/18 4:45,39.26,,,,157.06,,,,,1/18/18 4:45,0.11
H202014127676     ,2018/01/18 5:00,39.3,,,,157.18,,,,,1/18/18 5:00,0.11
H202014127676     ,2018/01/18 5:15,39.26,,,,157.06,,,,,1/18/18 5:15,0.11
H202014127676     ,2018/01/18 5:30,39.17,,,,156.67,,,,,1/18/18 5:30,0.11
H202014127676     ,2018/01/18 5:45,39.14,,,,156.54,,,,,1/18/18 5:45,0.12
H202014127676     ,2018/01/18 6:00,39.65,,,,158.59,,,,,1/18/18 6:00,0.12
H202014127676     ,2018/01/18 6:15,39.74,,,,158.98,,,,,1/18/18 6:15,0.12
H202014127676     ,2018/01/18 6:30,40,,,,160,,,,,1/18/18 6:30,0.12
H202014127676     ,2018/01/18 6:45,39.49,,,,157.95,,,,,1/18/18 6:45,0.13
H202014127676     ,2018/01/18 7:00,43.78,,,,175.1,,,,,1/18/18 7:00,0.13
H202014127676     ,2018/01/18 7:15,47.71,,,,190.85,,,,,1/18/18 7:15,0.13
H202014127676     ,2018/01/18 7:30,41.06,,,,164.22,,,,,1/18/18 7:30,0.13
H202014127676     ,2018/01/18 7:45,41.54,,,,166.14,,,,,1/18/18 7:45,0.44
H202014127676     ,2018/01/18 8:00,44.22,,,,176.9,,,,,1/18/18 8:00,1.07
H202014127676     ,2018/01/18 8:15,40.26,,,,161.02,,,,,1/18/18 8:15,1.84
H202014127676     ,2018/01/18 8:30,37.54,,,,150.14,,,,,1/18/18 8:30,2.65
H202014127676     ,2018/01/18 8:45,36.64,,,,146.56,,,,,1/18/18 8:45,3.54
H202014127676     ,2018/01/18 9:00,35.71,,,,142.85,,,,,1/18/18 9:00,4.47
H202014127676     ,2018/01/18 9:15,37.06,,,,148.22,,,,,1/18/18 9:15,5.39
H202014127676     ,2018/01/18 9:30,37.6,,,,150.4,,,,,1/18/18 9:30,6.24
H202014127676     ,2018/01/18 9:45,36.9,,,,147.58,,,,,1/18/18 9:45,7.1
H202014127676     ,2018/01/18 10:00,36.61,,,,146.43,,,,,1/18/18 10:00,7.82
H202014127676     ,2018/01/18 10:15,37.18,,,,148.74,,,,,1/18/18 10:15,8.48
H202014127676     ,2018/01/18 10:30,36.83,,,,147.33,,,,,1/18/18 10:30,9.11
H202014127676     ,2018/01/18 10:45,36.9,,,,147.58,,,,,1/18/18 10:45,9.67
H202014127676     ,2018/01/18 11:00,36.48,,,,145.92,,,,,1/18/18 11:00,10.09
H202014127676     ,2018/01/18 11:15,37.47,,,,149.89,,,,,1/18/18 11:15,10.46
H202014127676     ,2018/01/18 11:30,37.31,,,,149.25,,,,,1/18/18 11:30,10.78
H202014127676     ,2018/01/18 11:45,36.93,,,,147.71,,,,,1/18/18 11:45,11.01
H202014127676     ,2018/01/18 12:00,36.22,,,,144.9,,,,,1/18/18 12:00,11.18
H202014127676     ,2018/01/18 12:15,36.51,,,,146.05,,,,,1/18/18 12:15,11.41
H202014127676     ,2018/01/18 12:30,36.42,,,,145.66,,,,,1/18/18 12:30,11.52
H202014127676     ,2018/01/18 12:45,35.9,,,,143.62,,,,,1/18/18 12:45,11.57
H202014127676     ,2018/01/18 13:00,36.29,,,,145.15,,,,,1/18/18 13:00,11.64
H202014127676     ,2018/01/18 13:15,37.25,,,,148.99,,,,,1/18/18 13:15,11.55
H202014127676     ,2018/01/18 13:30,36.83,,,,147.33,,,,,1/18/18 13:30,11.44
H202014127676     ,2018/01/18 13:45,36.32,,,,145.28,,,,,1/18/18 13:45,11.27
H202014127676     ,2018/01/18 14:00,36.26,,,,145.02,,,,,1/18/18 14:00,11.15
H202014127676     ,2018/01/18 14:15,36,,,,144,,,,,1/18/18 14:15,10.87
H202014127676     ,2018/01/18 14:30,37.28,,,,149.12,,,,,1/18/18 14:30,10.46
H202014127676     ,2018/01/18 14:45,38.94,,,,155.78,,,,,1/18/18 14:45,10.13
H202014127676     ,2018/01/18 15:00,40.32,,,,161.28,,,,,1/18/18 15:00,9.75
H202014127676     ,2018/01/18 15:15,40.86,,,,163.46,,,,,1/18/18 15:15,9.28
H202014127676     ,2018/01/18 15:30,40.99,,,,163.97,,,,,1/18/18 15:30,8.69
H202014127676     ,2018/01/18 15:45,40.64,,,,162.56,,,,,1/18/18 15:45,8.07
H202014127676     ,2018/01/18 16:00,40.77,,,,163.07,,,,,1/18/18 16:00,7.4
H202014127676     ,2018/01/18 16:15,40.61,,,,162.43,,,,,1/18/18 16:15,6.72
H202014127676     ,2018/01/18 16:30,40.61,,,,162.43,,,,,1/18/18 16:30,5.9
H202014127676     ,2018/01/18 16:45,40.58,,,,162.3,,,,,1/18/18 16:45,5.08
H202014127676     ,2018/01/18 17:00,40.26,,,,161.02,,,,,1/18/18 17:00,4.18
H202014127676     ,2018/01/18 17:15,39.81,,,,159.23,,,,,1/18/18 17:15,3.21
H202014127676     ,2018/01/18 17:30,39.81,,,,159.23,,,,,1/18/18 17:30,2.11
H202014127676     ,2018/01/18 17:45,39.39,,,,157.57,,,,,1/18/18 17:45,1.07
H202014127676     ,2018/01/18 18:00,39.52,,,,158.08,,,,,1/18/18 18:00,0.33
H202014127676     ,2018/01/18 18:15,39.46,,,,157.82,,,,,1/18/18 18:15,0.11
H202014127676     ,2018/01/18 18:30,39.46,,,,157.82,,,,,1/18/18 18:30,0.01
H202014127676     ,2018/01/18 18:45,38.98,,,,155.9,,,,,1/18/18 18:45,0.01
H202014127676     ,2018/01/18 19:00,39.2,,,,156.8,,,,,1/18/18 19:00,0.01
H202014127676     ,2018/01/18 19:15,39.04,,,,156.16,,,,,1/18/18 19:15,0.02
H202014127676     ,2018/01/18 19:30,39.01,,,,156.03,,,,,1/18/18 19:30,0.02
H202014127676     ,2018/01/18 19:45,38.72,,,,154.88,,,,,1/18/18 19:45,0.02
H202014127676     ,2018/01/18 20:00,38.66,,,,154.62,,,,,1/18/18 20:00,0.02
H202014127676     ,2018/01/18 20:15,38.56,,,,154.24,,,,,1/18/18 20:15,0.03
H202014127676     ,2018/01/18 20:30,38.85,,,,155.39,,,,,1/18/18 20:30,0.03
H202014127676     ,2018/01/18 20:45,38.91,,,,155.65,,,,,1/18/18 20:45,0.03
H202014127676     ,2018/01/18 21:00,38.4,,,,153.6,,,,,1/18/18 21:00,0.03
H202014127676     ,2018/01/18 21:15,38.37,,,,153.47,,,,,1/18/18 21:15,0.04
H202014127676     ,2018/01/18 21:30,38.88,,,,155.52,,,,,1/18/18 21:30,0.04
H202014127676     ,2018/01/18 21:45,39.04,,,,156.16,,,,,1/18/18 21:45,0.04
H202014127676     ,2018/01/18 22:00,38.85,,,,155.39,,,,,1/18/18 22:00,0.04
H202014127676     ,2018/01/18 22:15,38.78,,,,155.14,,,,,1/18/18 22:15,0.05
H202014127676     ,2018/01/18 22:30,38.94,,,,155.78,,,,,1/18/18 22:30,0.05
H202014127676     ,2018/01/18 22:45,38.5,,,,153.98,,,,,1/18/18 22:45,0.05
H202014127676     ,2018/01/18 23:00,38.34,,,,153.34,,,,,1/18/18 23:00,0.05
H202014127676     ,2018/01/18 23:15,38.59,,,,154.37,,,,,1/18/18 23:15,0.06
H202014127676     ,2018/01/18 23:30,38.43,,,,153.73,,,,,1/18/18 23:30,0.06
H202014127676     ,2018/01/18 23:45,38.08,,,,152.32,,,,,1/18/18 23:45,0.06
H202014127676     ,2018/01/19 0:00,38.18,,,,152.7,,,,,1/19/18 0:00,0.06
H202014127676     ,2018/01/19 0:15,38.18,,,,152.7,,,,,1/19/18 0:15,0.07
H202014127676     ,2018/01/19 0:30,38.43,,,,153.73,,,,,1/19/18 0:30,0.07
H202014127676     ,2018/01/19 0:45,37.98,,,,151.94,,,,,1/19/18 0:45,0.07
H202014127676     ,2018/01/19 1:00,38.27,,,,153.09,,,,,1/19/18 1:00,0.07
H202014127676     ,2018/01/19 1:15,38.43,,,,153.73,,,,,1/19/18 1:15,0.08
H202014127676     ,2018/01/19 1:30,38.4,,,,153.6,,,,,1/19/18 1:30,0.08
H202014127676     ,2018/01/19 1:45,38.02,,,,152.06,,,,,1/19/18 1:45,0.08
H202014127676     ,2018/01/19 2:00,37.98,,,,151.94,,,,,1/19/18 2:00,0.08
H202014127676     ,2018/01/19 2:15,37.76,,,,151.04,,,,,1/19/18 2:15,0.08
H202014127676     ,2018/01/19 2:30,38.43,,,,153.73,,,,,1/19/18 2:30,0.09
H202014127676     ,2018/01/19 2:45,38.08,,,,152.32,,,,,1/19/18 2:45,0.09
H202014127676     ,2018/01/19 3:00,38.14,,,,152.58,,,,,1/19/18 3:00,0.09
H202014127676     ,2018/01/19 3:15,38.59,,,,154.37,,,,,1/19/18 3:15,0.09
H202014127676     ,2018/01/19 3:30,38.66,,,,154.62,,,,,1/19/18 3:30,0.1
H202014127676     ,2018/01/19 3:45,38.56,,,,154.24,,,,,1/19/18 3:45,0.1
H202014127676     ,2018/01/19 4:00,38.3,,,,153.22,,,,,1/19/18 4:00,0.1
H202014127676     ,2018/01/19 4:15,38.46,,,,153.86,,,,,1/19/18 4:15,0.1
H202014127676     ,2018/01/19 4:30,37.89,,,,151.55,,,,,1/19/18 4:30,0.11
H202014127676     ,2018/01/19 4:45,38.05,,,,152.19,,,,,1/19/18 4:45,0.11
H202014127676     ,2018/01/19 5:00,38.43,,,,153.73,,,,,1/19/18 5:00,0.11
H202014127676     ,2018/01/19 5:15,38.46,,,,153.86,,,,,1/19/18 5:15,0.11
H202014127676     ,2018/01/19 5:30,38.46,,,,153.86,,,,,1/19/18 5:30,0.12
H202014127676     ,2018/01/19 5:45,38.3,,,,153.22,,,,,1/19/18 5:45,0.12
H202014127676     ,2018/01/19 6:00,37.86,,,,151.42,,,,,1/19/18 6:00,0.12
H202014127676     ,2018/01/19 6:15,36.86,,,,147.46,,,,,1/19/18 6:15,0.12
H202014127676     ,2018/01/19 6:30,37.25,,,,148.99,,,,,1/19/18 6:30,0.13
H202014127676     ,2018/01/19 6:45,38.02,,,,152.06,,,,,1/19/18 6:45,0.13
H202014127676     ,2018/01/19 7:00,38.62,,,,154.5,,,,,1/19/18 7:00,0.13
H202014127676     ,2018/01/19 7:15,45.66,,,,182.66,,,,,1/19/18 7:15,0.13
H202014127676     ,2018/01/19 7:30,40.03,,,,160.13,,,,,1/19/18 7:30,0.13
H202014127676     ,2018/01/19 7:45,37.18,,,,148.74,,,,,1/19/18 7:45,0.44
H202014127676     ,2018/01/19 8:00,37.18,,,,148.74,,,,,1/19/18 8:00,0.94
H202014127676     ,2018/01/19 8:15,36.7,,,,146.82,,,,,1/19/18 8:15,1.7
H202014127676     ,2018/01/19 8:30,40.42,,,,161.66,,,,,1/19/18 8:30,2.57
H202014127676     ,2018/01/19 8:45,37.66,,,,150.66,,,,,1/19/18 8:45,3.35
H202014127676     ,2018/01/19 9:00,38.37,,,,153.47,,,,,1/19/18 9:00,4.03
H202014127676     ,2018/01/19 9:15,38.53,,,,154.11,,,,,1/19/18 9:15,4.67
H202014127676     ,2018/01/19 9:30,38.82,,,,155.26,,,,,1/19/18 9:30,5.88
H202014127676     ,2018/01/19 9:45,40.06,,,,160.26,,,,,1/19/18 9:45,6.8
H202014127676     ,2018/01/19 10:00,36.67,,,,146.69,,,,,1/19/18 10:00,7.64
H202014127676     ,2018/01/19 10:15,30.94,,,,123.78,,,,,1/19/18 10:15,7.47
H202014127676     ,2018/01/19 10:30,37.6,,,,150.4,,,,,1/19/18 10:30,8.98
H202014127676     ,2018/01/19 10:45,37.95,,,,151.81,,,,,1/19/18 10:45,9.39
H202014127676     ,2018/01/19 11:00,37.89,,,,151.55,,,,,1/19/18 11:00,9.93
H202014127676     ,2018/01/19 11:15,39.9,,,,159.62,,,,,1/19/18 11:15,10.37
H202014127676     ,2018/01/19 11:30,41.54,,,,166.14,,,,,1/19/18 11:30,10.67
H202014127676     ,2018/01/19 11:45,39.97,,,,159.87,,,,,1/19/18 11:45,11.06
H202014127676     ,2018/01/19 12:00,39.68,,,,158.72,,,,,1/19/18 12:00,10.44
H202014127676     ,2018/01/19 12:15,39.97,,,,159.87,,,,,1/19/18 12:15,11.94
H202014127676     ,2018/01/19 12:30,40.29,,,,161.15,,,,,1/19/18 12:30,9.65
H202014127676     ,2018/01/19 12:45,41.38,,,,165.5,,,,,1/19/18 12:45,6.2
H202014127676     ,2018/01/19 13:00,39.62,,,,158.46,,,,,1/19/18 13:00,8.43
H202014127676     ,2018/01/19 13:15,39.74,,,,158.98,,,,,1/19/18 13:15,8.53
H202014127676     ,2018/01/19 13:30,40.1,,,,160.38,,,,,1/19/18 13:30,8.64
H202014127676     ,2018/01/19 13:45,41.15,,,,164.61,,,,,1/19/18 13:45,11.25
H202014127676     ,2018/01/19 14:00,42.34,,,,169.34,,,,,1/19/18 14:00,11.1
H202014127676     ,2018/01/19 14:15,42.21,,,,168.83,,,,,1/19/18 14:15,11.21
H202014127676     ,2018/01/19 14:30,42.82,,,,171.26,,,,,1/19/18 14:30,10.46
H202014127676     ,2018/01/19 14:45,41.98,,,,167.94,,,,,1/19/18 14:45,10.15
H202014127676     ,2018/01/19 15:00,42.02,,,,168.06,,,,,1/19/18 15:00,9.51
H202014127676     ,2018/01/19 15:15,41.7,,,,166.78,,,,,1/19/18 15:15,8.9
H202014127676     ,2018/01/19 15:30,41.76,,,,167.04,,,,,1/19/18 15:30,8.58
H202014127676     ,2018/01/19 15:45,41.41,,,,165.63,,,,,1/19/18 15:45,7.94
H202014127676     ,2018/01/19 16:00,41.57,,,,166.27,,,,,1/19/18 16:00,7.28
H202014127676     ,2018/01/19 16:15,41.92,,,,167.68,,,,,1/19/18 16:15,6.6
H202014127676     ,2018/01/19 16:30,41.79,,,,167.17,,,,,1/19/18 16:30,5.71
H202014127676     ,2018/01/19 16:45,41.54,,,,166.14,,,,,1/19/18 16:45,4.85
H202014127676     ,2018/01/19 17:00,41.22,,,,164.86,,,,,1/19/18 17:00,3.89
H202014127676     ,2018/01/19 17:15,41.31,,,,165.25,,,,,1/19/18 17:15,3.04
H202014127676     ,2018/01/19 17:30,40.9,,,,163.58,,,,,1/19/18 17:30,2
H202014127676     ,2018/01/19 17:45,40.64,,,,162.56,,,,,1/19/18 17:45,1.2
H202014127676     ,2018/01/19 18:00,40.22,,,,160.9,,,,,1/19/18 18:00,0.54
H202014127676     ,2018/01/19 18:15,40.61,,,,162.43,,,,,1/19/18 18:15,0.13
H202014127676     ,2018/01/19 18:30,40.13,,,,160.51,,,,,1/19/18 18:30,0.01
H202014127676     ,2018/01/19 18:45,40.61,,,,162.43,,,,,1/19/18 18:45,0.01
H202014127676     ,2018/01/19 19:00,40.13,,,,160.51,,,,,1/19/18 19:00,0.01
H202014127676     ,2018/01/19 19:15,40.9,,,,163.58,,,,,1/19/18 19:15,0.01
H202014127676     ,2018/01/19 19:30,40.22,,,,160.9,,,,,1/19/18 19:30,0.02
H202014127676     ,2018/01/19 19:45,40.86,,,,163.46,,,,,1/19/18 19:45,0.02
H202014127676     ,2018/01/19 20:00,39.55,,,,158.21,,,,,1/19/18 20:00,0.02
H202014127676     ,2018/01/19 20:15,40.06,,,,160.26,,,,,1/19/18 20:15,0.02
H202014127676     ,2018/01/19 20:30,39.58,,,,158.34,,,,,1/19/18 20:30,0.03
H202014127676     ,2018/01/19 20:45,40.26,,,,161.02,,,,,1/19/18 20:45,0.03
H202014127676     ,2018/01/19 21:00,39.42,,,,157.7,,,,,1/19/18 21:00,0.03
H202014127676     ,2018/01/19 21:15,40.22,,,,160.9,,,,,1/19/18 21:15,0.03
H202014127676     ,2018/01/19 21:30,39.04,,,,156.16,,,,,1/19/18 21:30,0.04
H202014127676     ,2018/01/19 21:45,39.36,,,,157.44,,,,,1/19/18 21:45,0.04
H202014127676     ,2018/01/19 22:00,39.36,,,,157.44,,,,,1/19/18 22:00,0.04
H202014127676     ,2018/01/19 22:15,39.36,,,,157.44,,,,,1/19/18 22:15,0.04
H202014127676     ,2018/01/19 22:30,39.74,,,,158.98,,,,,1/19/18 22:30,0.05
H202014127676     ,2018/01/19 22:45,39.1,,,,156.42,,,,,1/19/18 22:45,0.05
H202014127676     ,2018/01/19 23:00,39.26,,,,157.06,,,,,1/19/18 23:00,0.05
H202014127676     ,2018/01/19 23:15,39.74,,,,158.98,,,,,1/19/18 23:15,0.05
H202014127676     ,2018/01/19 23:30,38.98,,,,155.9,,,,,1/19/18 23:30,0.05
H202014127676     ,2018/01/19 23:45,39.68,,,,158.72,,,,,1/19/18 23:45,0.06
H202014127676     ,2018/01/20 0:00,38.98,,,,155.9,,,,,1/20/18 0:00,0.06
H202014127676     ,2018/01/20 0:15,40.32,,,,161.28,,,,,1/20/18 0:15,0.06
H202014127676     ,2018/01/20 0:30,39.39,,,,157.57,,,,,1/20/18 0:30,0.06
H202014127676     ,2018/01/20 0:45,39.9,,,,159.62,,,,,1/20/18 0:45,0.07
H202014127676     ,2018/01/20 1:00,39.1,,,,156.42,,,,,1/20/18 1:00,0.07
H202014127676     ,2018/01/20 1:15,40.1,,,,160.38,,,,,1/20/18 1:15,0.07
H202014127676     ,2018/01/20 1:30,39.42,,,,157.7,,,,,1/20/18 1:30,0.07
H202014127676     ,2018/01/20 1:45,38.98,,,,155.9,,,,,1/20/18 1:45,0.08
H202014127676     ,2018/01/20 2:00,38.66,,,,154.62,,,,,1/20/18 2:00,0.08
H202014127676     ,2018/01/20 2:15,38.98,,,,155.9,,,,,1/20/18 2:15,0.08
H202014127676     ,2018/01/20 2:30,39.65,,,,158.59,,,,,1/20/18 2:30,0.08
H202014127676     ,2018/01/20 2:45,38.53,,,,154.11,,,,,1/20/18 2:45,0.09
H202014127676     ,2018/01/20 3:00,39.3,,,,157.18,,,,,1/20/18 3:00,0.09
H202014127676     ,2018/01/20 3:15,38.56,,,,154.24,,,,,1/20/18 3:15,0.09
H202014127676     ,2018/01/20 3:30,39.3,,,,157.18,,,,,1/20/18 3:30,0.09
H202014127676     ,2018/01/20 3:45,39.1,,,,156.42,,,,,1/20/18 3:45,0.09
H202014127676     ,2018/01/20 4:00,38.78,,,,155.14,,,,,1/20/18 4:00,0.1
H202014127676     ,2018/01/20 4:15,38.53,,,,154.11,,,,,1/20/18 4:15,0.1
H202014127676     ,2018/01/20 4:30,38.91,,,,155.65,,,,,1/20/18 4:30,0.1
H202014127676     ,2018/01/20 4:45,38.78,,,,155.14,,,,,1/20/18 4:45,0.1
H202014127676     ,2018/01/20 5:00,38.5,,,,153.98,,,,,1/20/18 5:00,0.11
H202014127676     ,2018/01/20 5:15,38.4,,,,153.6,,,,,1/20/18 5:15,0.11
H202014127676     ,2018/01/20 5:30,39.33,,,,157.31,,,,,1/20/18 5:30,0.11
H202014127676     ,2018/01/20 5:45,38.59,,,,154.37,,,,,1/20/18 5:45,0.11
H202014127676     ,2018/01/20 6:00,39.94,,,,159.74,,,,,1/20/18 6:00,0.12
H202014127676     ,2018/01/20 6:15,39.14,,,,156.54,,,,,1/20/18 6:15,0.12
H202014127676     ,2018/01/20 6:30,46.85,,,,187.39,,,,,1/20/18 6:30,0.12
H202014127676     ,2018/01/20 6:45,43.46,,,,173.82,,,,,1/20/18 6:45,0.12
H202014127676     ,2018/01/20 7:00,43.68,,,,174.72,,,,,1/20/18 7:00,0.13
H202014127676     ,2018/01/20 7:15,41.02,,,,164.1,,,,,1/20/18 7:15,0.13
H202014127676     ,2018/01/20 7:30,39.33,,,,157.31,,,,,1/20/18 7:30,0.13
H202014127676     ,2018/01/20 7:45,36.83,,,,147.33,,,,,1/20/18 7:45,0.13
H202014127676     ,2018/01/20 8:00,36.54,,,,146.18,,,,,1/20/18 8:00,0.78
H202014127676     ,2018/01/20 8:15,36.86,,,,147.46,,,,,1/20/18 8:15,0.41
H202014127676     ,2018/01/20 8:30,39.71,,,,158.85,,,,,1/20/18 8:30,1.34
H202014127676     ,2018/01/20 8:45,39.2,,,,156.8,,,,,1/20/18 8:45,1.27
H202014127676     ,2018/01/20 9:00,37.98,,,,151.94,,,,,1/20/18 9:00,4.24
H202014127676     ,2018/01/20 9:15,38.72,,,,154.88,,,,,1/20/18 9:15,5.13
H202014127676     ,2018/01/20 9:30,38.69,,,,154.75,,,,,1/20/18 9:30,5.89
H202014127676     ,2018/01/20 9:45,38.66,,,,154.62,,,,,1/20/18 9:45,6.7
H202014127676     ,2018/01/20 10:00,39.46,,,,157.82,,,,,1/20/18 10:00,7.5
H202014127676     ,2018/01/20 10:15,39.2,,,,156.8,,,,,1/20/18 10:15,8.2
H202014127676     ,2018/01/20 10:30,38.08,,,,152.32,,,,,1/20/18 10:30,8.8
H202014127676     ,2018/01/20 10:45,37.95,,,,151.81,,,,,1/20/18 10:45,9.36
H202014127676     ,2018/01/20 11:00,37.73,,,,150.91,,,,,1/20/18 11:00,9.82
H202014127676     ,2018/01/20 11:15,39.46,,,,157.82,,,,,1/20/18 11:15,10.23
H202014127676     ,2018/01/20 11:30,38.66,,,,154.62,,,,,1/20/18 11:30,10.63
H202014127676     ,2018/01/20 11:45,38.56,,,,154.24,,,,,1/20/18 11:45,10.88
H202014127676     ,2018/01/20 12:00,37.66,,,,150.66,,,,,1/20/18 12:00,11.19
H202014127676     ,2018/01/20 12:15,38.62,,,,154.5,,,,,1/20/18 12:15,11.35
H202014127676     ,2018/01/20 12:30,38.94,,,,155.78,,,,,1/20/18 12:30,11.44
H202014127676     ,2018/01/20 12:45,38.69,,,,154.75,,,,,1/20/18 12:45,11.51
H202014127676     ,2018/01/20 13:00,38.56,,,,154.24,,,,,1/20/18 13:00,11.57
H202014127676     ,2018/01/20 13:15,38.98,,,,155.9,,,,,1/20/18 13:15,11.57
H202014127676     ,2018/01/20 13:30,38.56,,,,154.24,,,,,1/20/18 13:30,11.5
H202014127676     ,2018/01/20 13:45,38.72,,,,154.88,,,,,1/20/18 13:45,11.24
H202014127676     ,2018/01/20 14:00,38.27,,,,153.09,,,,,1/20/18 14:00,11.03
H202014127676     ,2018/01/20 14:15,38.59,,,,154.37,,,,,1/20/18 14:15,10.84
