,smp,smp_for_calc,ess_uniform,revenue_uniform,ess_opt,revenue_opt
2020-01-01 01:00:00,88.95,0.0,0,0.0,3.0269509664224476e-07,2.6924728846327674e-05
2020-01-01 02:00:00,129.25,0.0,0,0.0,3.0269509664224476e-07,3.912334124101014e-05
2020-01-01 03:00:00,88.95,0.0,0,0.0,3.0269509664224476e-07,2.6924728846327674e-05
2020-01-01 04:00:00,88.95,0.0,0,0.0,3.0269509664224476e-07,2.6924728846327674e-05
2020-01-01 05:00:00,88.95,0.0,0,0.0,3.0269509664224476e-07,2.6924728846327674e-05
2020-01-01 06:00:00,88.95,0.0,0,0.0,3.0269509664224476e-07,2.6924728846327674e-05
2020-01-01 07:00:00,125.94,0.0,0,0.0,3.0269509664224476e-07,3.8121420471124305e-05
2020-01-01 08:00:00,88.95,0.0,0,0.0,3.0269509664224476e-07,2.6924728846327674e-05
2020-01-01 09:00:00,133.4,0.0,0,0.0,3.0269509664224476e-07,4.037952589207545e-05
2020-01-01 10:00:00,87.8,0.0,0,0.0,3.0269509664224476e-07,2.657662948518909e-05
2020-01-01 11:00:00,87.47,0.0,0,0.0,3.0269509664224476e-07,2.6476740103297148e-05
2020-01-01 12:00:00,84.89,0.0,0,0.0,3.0269509664224476e-07,2.5695786753960158e-05
2020-01-01 13:00:00,87.36,0.0,0,0.0,3.0269509664224476e-07,2.6443443642666502e-05
2020-01-01 14:00:00,86.13,0.0,0,0.0,3.0269509664224476e-07,2.607112867379654e-05
2020-01-01 15:00:00,88.89,0.0,0,0.0,3.0269509664224476e-07,2.6906567140529136e-05
2020-01-01 16:00:00,89.42,0.0,0,0.0,3.0269509664224476e-07,2.7066995541749527e-05
2020-01-01 17:00:00,125.86,125.86,500,62930.0,1.8128588848195456e-07,2.28166419243388e-05
2020-01-01 18:00:00,154.95,154.95,500,77475.0,499.9999418091175,77474.99098332276
2020-01-01 19:00:00,152.63,152.63,500,76315.0,499.9999434162529,76314.99136362268
2020-01-01 20:00:00,129.8,129.8,500,64900.00000000001,499.9999354751966,64899.99162468052
2020-01-01 21:00:00,128.26,128.26,0,0.0,499.99993642954985,64129.99184645406
2020-01-01 22:00:00,124.51,124.51,0,0.0,8.66006487019511e-06,0.0010782646769879932
2020-01-01 23:00:00,89.42,89.42,0,0.0,1.199330339949894e-06,0.00010724411899831953
2020-01-02 00:00:00,120.76,120.76,0,0.0,6.214307457425511e-06,0.0007504397685587047
2020-01-02 01:00:00,121.86,0.0,0,0.0,2.1023660007887248e-06,0.000256194320856114
2020-01-02 02:00:00,122.45,0.0,0,0.0,2.1023660007887248e-06,0.00025743471679657936
2020-01-02 03:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 04:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 05:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 06:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 07:00:00,142.17,0.0,0,0.0,2.1023660007887248e-06,0.000298893374332133
2020-01-02 08:00:00,147.99,0.0,0,0.0,2.1023660007887248e-06,0.0003111291444567234
2020-01-02 09:00:00,148.43,0.0,0,0.0,2.1023660007887248e-06,0.0003120541854970704
2020-01-02 10:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 11:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 12:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 13:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 14:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 15:00:00,88.79,0.0,0,0.0,2.1023660007887248e-06,0.0001866690772100309
2020-01-02 16:00:00,121.65,0.0,0,0.0,2.1023660007887248e-06,0.0002557528239959484
2020-01-02 17:00:00,123.66,123.66,500,61830.0,3.641567273549785e-05,0.004503162090471665
2020-01-02 18:00:00,151.7,151.7,500,75850.0,499.99938773625394,75849.90711958971
2020-01-02 19:00:00,148.21,148.21,500,74105.0,499.99926976541894,74104.89177193274
2020-01-02 20:00:00,147.05,147.05,500,73525.0,499.99947628033107,73524.92298702268
2020-01-02 21:00:00,145.3,145.3,0,0.0,0.00019537954293243545,0.028388647588082874
2020-01-02 22:00:00,207.32,207.32,0,0.0,499.9994832538069,103659.89286817925
2020-01-02 23:00:00,125.85,125.85,0,0.0,4.06050061687319e-05,0.00511014002633491
2020-01-03 00:00:00,123.55,123.55,0,0.0,3.6220672778447985e-05,0.004475064121777249
2020-01-03 01:00:00,123.49,0.0,0,0.0,3.1383375420932684e-07,3.875533030730977e-05
2020-01-03 02:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 03:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 04:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 05:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 06:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 07:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 08:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 09:00:00,152.22,0.0,0,0.0,3.1383375420932684e-07,4.7771774065743734e-05
2020-01-03 10:00:00,150.62,0.0,0,0.0,3.1383375420932684e-07,4.726964005900881e-05
2020-01-03 11:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 12:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 13:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 14:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 15:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 16:00:00,88.79,0.0,0,0.0,3.1383375420932684e-07,2.7865299036246132e-05
2020-01-03 17:00:00,127.79,127.79,500,63895.0,6.713994464994051e-07,8.579813526815897e-05
2020-01-03 18:00:00,149.39,149.39,500,74695.0,499.9999178736494,74694.98773114447
2020-01-03 19:00:00,152.15,152.15,500,76075.0,499.9999347716858,76074.99007551199
2020-01-03 20:00:00,150.26,150.26,500,75130.0,499.9999281773693,75129.98920793152
2020-01-03 21:00:00,148.22,148.22,0,0.0,499.999831966357,74109.97509405344
2020-01-03 22:00:00,121.22,121.22,0,0.0,8.535689887143237e-07,0.00010346963281195031
2020-01-03 23:00:00,147.79,147.79,0,0.0,0.00015371104489032608,0.02271695532434129
2020-01-04 00:00:00,147.93,147.93,0,0.0,3.938296586820338e-06,0.0005825922140883326
2020-01-04 01:00:00,119.87,0.0,0,0.0,2.8495642653820033e-09,3.4157726849134074e-07
2020-01-04 02:00:00,88.79,0.0,0,0.0,2.8495642653820033e-09,2.530128111232681e-07
2020-01-04 03:00:00,88.79,0.0,0,0.0,2.8495642653820033e-09,2.530128111232681e-07
2020-01-04 04:00:00,88.79,0.0,0,0.0,2.8495642653820033e-09,2.530128111232681e-07
2020-01-04 05:00:00,88.79,0.0,0,0.0,2.8495642653820033e-09,2.530128111232681e-07
2020-01-04 06:00:00,88.79,0.0,0,0.0,2.8495642653820033e-09,2.530128111232681e-07
2020-01-04 07:00:00,88.79,0.0,0,0.0,2.8495642653820033e-09,2.530128111232681e-07
2020-01-04 08:00:00,136.13,0.0,0,0.0,2.8495642653820033e-09,3.879111834464521e-07
2020-01-04 09:00:00,126.87,0.0,0,0.0,2.8495642653820033e-09,3.6152421834901476e-07
2020-01-04 10:00:00,126.87,0.0,0,0.0,2.8495642653820033e-09,3.6152421834901476e-07
2020-01-04 11:00:00,86.97,0.0,0,0.0,2.8495642653820033e-09,2.478266041602728e-07
2020-01-04 12:00:00,86.97,0.0,0,0.0,2.8495642653820033e-09,2.478266041602728e-07
2020-01-04 13:00:00,79.39,0.0,0,0.0,2.8495642653820033e-09,2.2622690702867724e-07
2020-01-04 14:00:00,81.09,0.0,0,0.0,2.8495642653820033e-09,2.3107116627982666e-07
2020-01-04 15:00:00,89.33,0.0,0,0.0,2.8495642653820033e-09,2.5455157582657436e-07
2020-01-04 16:00:00,89.33,0.0,0,0.0,2.8495642653820033e-09,2.5455157582657436e-07
2020-01-04 17:00:00,89.33,89.33,500,44665.0,5.935375308217345e-09,5.302070762830554e-07
2020-01-04 18:00:00,143.29,143.29,500,71645.0,2.0172446904620805e-07,2.890509916963115e-05
2020-01-04 19:00:00,150.43,150.43,500,75215.0,499.9999987827281,75214.99981688579
2020-01-04 20:00:00,150.43,150.43,500,75215.0,499.9999987827281,75214.99981688579
2020-01-04 21:00:00,147.51,147.51,0,0.0,499.99999874811516,73754.99981533446
2020-01-04 22:00:00,144.31,144.31,0,0.0,4.128706237839751e-07,5.9581359718265446e-05
2020-01-04 23:00:00,111.3,111.3,0,0.0,1.2269292631524243e-08,1.3655722698886483e-06
2020-01-05 00:00:00,145.62,145.62,0,0.0,499.99999851082123,72809.99978314579
2020-01-05 01:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 02:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 03:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 04:00:00,129.4,0.0,0,0.0,3.2902425481822225e-10,4.257573857347796e-08
2020-01-05 05:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 06:00:00,126.31,0.0,0,0.0,3.2902425481822225e-10,4.155905362608965e-08
2020-01-05 07:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 08:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 09:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 10:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 11:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 12:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 13:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 14:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 15:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 16:00:00,88.79,0.0,0,0.0,3.2902425481822225e-10,2.9214063585309957e-08
2020-01-05 17:00:00,142.18,142.18,500,71090.0,1.691423436268481e-09,2.404865841686527e-07
2020-01-05 18:00:00,149.59,149.59,500,74795.0,499.9999998994955,74794.99998496553
2020-01-05 19:00:00,146.83,146.83,500,73415.0,499.9999998982426,73414.99998505897
2020-01-05 20:00:00,143.49,143.49,500,71745.0,2.879815701730841e-09,4.1322475504135843e-07
2020-01-05 21:00:00,142.03,142.03,0,0.0,1.7797918578890273e-09,2.5278383757597855e-07
2020-01-05 22:00:00,202.96,202.96,0,0.0,499.9999999008147,101479.99997986936
2020-01-05 23:00:00,200.66,200.66,0,0.0,499.9999999003255,100329.99997999932
2020-01-06 00:00:00,123.59,123.59,0,0.0,2.1031401048283536e-09,2.5992708555573624e-07
2020-01-06 01:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 02:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 03:00:00,147.5,0.0,0,0.0,3.423719736880831e-07,5.049986611899226e-05
2020-01-06 04:00:00,124.86,0.0,0,0.0,3.423719736880831e-07,4.274856463469406e-05
2020-01-06 05:00:00,126.4,0.0,0,0.0,3.423719736880831e-07,4.327581747417371e-05
2020-01-06 06:00:00,147.21,0.0,0,0.0,3.423719736880831e-07,5.0400578246622716e-05
2020-01-06 07:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 08:00:00,146.77,0.0,0,0.0,3.423719736880831e-07,5.0249934578199965e-05
2020-01-06 09:00:00,148.23,0.0,0,0.0,3.423719736880831e-07,5.0749797659784556e-05
2020-01-06 10:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 11:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 12:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 13:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 14:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 15:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 16:00:00,88.79,0.0,0,0.0,3.423719736880831e-07,3.03992075437649e-05
2020-01-06 17:00:00,88.79,88.79,500,44395.0,3.651175040306954e-07,3.241878318288545e-05
2020-01-06 18:00:00,144.8,144.8,500,72400.0,0.0001520486678364868,0.022016647102723292
2020-01-06 19:00:00,149.02,149.02,500,74510.0,499.999903675197,74509.98564567787
2020-01-06 20:00:00,145.82,145.82,500,72910.0,499.99982007582184,72909.97376345634
2020-01-06 21:00:00,149.02,149.02,0,0.0,499.999903675197,74509.98564567787
2020-01-06 22:00:00,145.09,145.09,0,0.0,499.9999206732535,72544.98849048236
2020-01-06 23:00:00,88.79,88.79,0,0.0,3.651175040306954e-07,3.241878318288545e-05
2020-01-07 00:00:00,88.79,88.79,0,0.0,3.651175040306954e-07,3.241878318288545e-05
2020-01-07 01:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 02:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 03:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 04:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 05:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 06:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 07:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 08:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 09:00:00,88.79,0.0,0,0.0,1.1624237680160685e-06,0.00010321160636214673
2020-01-07 10:00:00,87.16,0.0,0,0.0,1.1624237680160685e-06,0.00010131685562028054
2020-01-07 11:00:00,87.16,0.0,0,0.0,1.1624237680160685e-06,0.00010131685562028054
2020-01-07 12:00:00,88.23,0.0,0,0.0,1.1624237680160685e-06,0.00010256064905205773
2020-01-07 13:00:00,84.99,0.0,0,0.0,1.1624237680160685e-06,9.879439604368566e-05
2020-01-07 14:00:00,86.72,0.0,0,0.0,1.1624237680160685e-06,0.00010080538916235346
2020-01-07 15:00:00,86.76,0.0,0,0.0,1.1624237680160685e-06,0.00010085188611307411
2020-01-07 16:00:00,90.68,0.0,0,0.0,1.1624237680160685e-06,0.0001054085872836971
2020-01-07 17:00:00,90.68,90.68,500,45340.0,499.999854059429,45339.986766109025
2020-01-07 18:00:00,90.68,90.68,500,45340.0,499.999854059429,45339.986766109025
2020-01-07 19:00:00,90.68,90.68,500,45340.0,499.999854059429,45339.986766109025
2020-01-07 20:00:00,88.03,88.03,500,44015.0,99.99996808465501,8802.99719049218
2020-01-07 21:00:00,88.03,88.03,0,0.0,99.99996808465501,8802.99719049218
2020-01-07 22:00:00,88.03,88.03,0,0.0,99.99996808465501,8802.99719049218
2020-01-07 23:00:00,88.03,88.03,0,0.0,99.99996808465501,8802.99719049218
2020-01-08 00:00:00,88.03,88.03,0,0.0,99.99996808465501,8802.99719049218
2020-01-08 01:00:00,87.7,0.0,0,0.0,3.2926552437224106e-11,2.8876586487445544e-09
2020-01-08 02:00:00,87.7,0.0,0,0.0,3.2926552437224106e-11,2.8876586487445544e-09
2020-01-08 03:00:00,82.55,0.0,0,0.0,3.2926552437224106e-11,2.7180869036928497e-09
2020-01-08 04:00:00,89.87,0.0,0,0.0,3.2926552437224106e-11,2.9591092675333304e-09
2020-01-08 05:00:00,89.87,0.0,0,0.0,3.2926552437224106e-11,2.9591092675333304e-09
2020-01-08 06:00:00,89.87,0.0,0,0.0,3.2926552437224106e-11,2.9591092675333304e-09
2020-01-08 07:00:00,89.87,0.0,0,0.0,3.2926552437224106e-11,2.9591092675333304e-09
2020-01-08 08:00:00,89.87,0.0,0,0.0,3.2926552437224106e-11,2.9591092675333304e-09
2020-01-08 09:00:00,89.87,0.0,0,0.0,3.2926552437224106e-11,2.9591092675333304e-09
2020-01-08 10:00:00,90.57,0.0,0,0.0,3.2926552437224106e-11,2.982157854239387e-09
2020-01-08 11:00:00,88.66,0.0,0,0.0,3.2926552437224106e-11,2.919268139084289e-09
2020-01-08 12:00:00,88.78,0.0,0,0.0,3.2926552437224106e-11,2.9232193253767563e-09
2020-01-08 13:00:00,85.02,0.0,0,0.0,3.2926552437224106e-11,2.7994154882127934e-09
2020-01-08 14:00:00,86.71,0.0,0,0.0,3.2926552437224106e-11,2.8550613618317023e-09
2020-01-08 15:00:00,87.58,0.0,0,0.0,3.2926552437224106e-11,2.883707462452087e-09
2020-01-08 16:00:00,87.68,0.0,0,0.0,3.2926552437224106e-11,2.88700011769581e-09
2020-01-08 17:00:00,89.42,89.42,500,44710.0,249.9999996494359,22354.99996865256
2020-01-08 18:00:00,89.42,89.42,500,44710.0,249.9999996494359,22354.99996865256
2020-01-08 19:00:00,89.42,89.42,500,44710.0,249.9999996494359,22354.99996865256
2020-01-08 20:00:00,89.42,89.42,500,44710.0,249.9999996494359,22354.99996865256
2020-01-08 21:00:00,89.42,89.42,0,0.0,249.9999996494359,22354.99996865256
2020-01-08 22:00:00,89.42,89.42,0,0.0,249.9999996494359,22354.99996865256
2020-01-08 23:00:00,89.42,89.42,0,0.0,249.9999996494359,22354.99996865256
2020-01-09 00:00:00,89.42,89.42,0,0.0,249.9999996494359,22354.99996865256
2020-01-09 01:00:00,88.79,0.0,0,0.0,3.03233914455472e-07,2.692413926450136e-05
2020-01-09 02:00:00,87.18,0.0,0,0.0,3.03233914455472e-07,2.6435932662228054e-05
2020-01-09 03:00:00,87.18,0.0,0,0.0,3.03233914455472e-07,2.6435932662228054e-05
2020-01-09 04:00:00,85.83,0.0,0,0.0,3.03233914455472e-07,2.602656687771316e-05
2020-01-09 05:00:00,87.18,0.0,0,0.0,3.03233914455472e-07,2.6435932662228054e-05
2020-01-09 06:00:00,87.18,0.0,0,0.0,3.03233914455472e-07,2.6435932662228054e-05
2020-01-09 07:00:00,87.18,0.0,0,0.0,3.03233914455472e-07,2.6435932662228054e-05
2020-01-09 08:00:00,90.68,0.0,0,0.0,3.03233914455472e-07,2.7497251362822204e-05
2020-01-09 09:00:00,90.68,0.0,0,0.0,3.03233914455472e-07,2.7497251362822204e-05
2020-01-09 10:00:00,90.68,0.0,0,0.0,3.03233914455472e-07,2.7497251362822204e-05
2020-01-09 11:00:00,90.68,0.0,0,0.0,3.03233914455472e-07,2.7497251362822204e-05
2020-01-09 12:00:00,87.06,0.0,0,0.0,3.03233914455472e-07,2.6399544592493394e-05
2020-01-09 13:00:00,87.06,0.0,0,0.0,3.03233914455472e-07,2.6399544592493394e-05
2020-01-09 14:00:00,87.06,0.0,0,0.0,3.03233914455472e-07,2.6399544592493394e-05
2020-01-09 15:00:00,89.33,0.0,0,0.0,3.03233914455472e-07,2.7087885578307314e-05
2020-01-09 16:00:00,89.33,0.0,0,0.0,3.03233914455472e-07,2.7087885578307314e-05
2020-01-09 17:00:00,147.89,147.89,500,73945.0,499.9998036121125,73944.9709561953
2020-01-09 18:00:00,149.49,149.49,500,74745.0,499.9999148404609,74744.9872695005
2020-01-09 19:00:00,152.84,152.84,500,76420.0,499.99992735856137,76419.98889748252
2020-01-09 20:00:00,150.22,150.22,500,75110.0,499.9999188099905,75109.98780363677
2020-01-09 21:00:00,147.16,147.16,0,0.0,7.560717109622776e-05,0.011126351298520876
2020-01-09 22:00:00,147.6,147.6,0,0.0,1.9328632288391295e-06,0.00028529061257665547
2020-01-09 23:00:00,124.37,124.37,0,0.0,1.528425820314659e-06,0.00019009031927253416
2020-01-10 00:00:00,147.46,147.46,0,0.0,9.442456728811917e-05,0.013923846692306053
2020-01-10 01:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 02:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 03:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 04:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 05:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 06:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 07:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 08:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 09:00:00,155.2,0.0,0,0.0,6.581796992318508e-10,1.0214948932078325e-07
2020-01-10 10:00:00,88.79,0.0,0,0.0,6.581796992318508e-10,5.843977549479604e-08
2020-01-10 11:00:00,87.0,0.0,0,0.0,6.581796992318508e-10,5.726163383317102e-08
2020-01-10 12:00:00,86.89,0.0,0,0.0,6.581796992318508e-10,5.718923406625552e-08
2020-01-10 13:00:00,86.89,0.0,0,0.0,6.581796992318508e-10,5.718923406625552e-08
2020-01-10 14:00:00,89.3,0.0,0,0.0,6.581796992318508e-10,5.877544714140428e-08
2020-01-10 15:00:00,89.3,0.0,0,0.0,6.581796992318508e-10,5.877544714140428e-08
2020-01-10 16:00:00,89.3,0.0,0,0.0,6.581796992318508e-10,5.877544714140428e-08
2020-01-10 17:00:00,204.67,204.67,500,102335.0,499.99999984869004,102334.99996903139
2020-01-10 18:00:00,143.13,143.13,500,71565.0,3.4213668747780813e-07,4.897002407869868e-05
2020-01-10 19:00:00,147.64,147.64,500,73820.0,499.9999998023409,73819.9999708176
2020-01-10 20:00:00,146.33,146.33,500,73165.0,499.9999998328115,73164.99997553532
2020-01-10 21:00:00,143.28,143.28,0,0.0,7.377025055212898e-08,1.0569801499109039e-05
2020-01-10 22:00:00,125.52,125.52,0,0.0,1.2709821189317366e-08,1.5953367556831158e-06
2020-01-10 23:00:00,143.42,143.42,0,0.0,499.9999994138101,71709.99991592864
2020-01-11 00:00:00,140.37,140.37,0,0.0,6.769707106174594e-08,9.502637864937278e-06
2020-01-11 01:00:00,140.77,0.0,0,0.0,2.0735180237676638e-10,2.9188913220577404e-08
2020-01-11 02:00:00,122.33,0.0,0,0.0,2.0735180237676638e-10,2.536534598474983e-08
2020-01-11 03:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 04:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 05:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 06:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 07:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 08:00:00,132.45,0.0,0,0.0,2.0735180237676638e-10,2.7463746224802705e-08
2020-01-11 09:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 10:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 11:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 12:00:00,88.79,0.0,0,0.0,2.0735180237676638e-10,1.841076653303309e-08
2020-01-11 13:00:00,79.37,0.0,0,0.0,2.0735180237676638e-10,1.6457512554643948e-08
2020-01-11 14:00:00,81.18,0.0,0,0.0,2.0735180237676638e-10,1.6832819316945896e-08
2020-01-11 15:00:00,87.4,0.0,0,0.0,2.0735180237676638e-10,1.8122547527729383e-08
2020-01-11 16:00:00,87.4,0.0,0,0.0,2.0735180237676638e-10,1.8122547527729383e-08
2020-01-11 17:00:00,89.42,89.42,500,44710.0,5.480991806820784e-10,4.9011028736591455e-08
2020-01-11 18:00:00,126.17,126.17,500,63085.0,3.175370238729668e-09,4.0063646302052223e-07
2020-01-11 19:00:00,150.12,150.12,500,75060.0,499.99999987182156,75059.99998075786
2020-01-11 20:00:00,149.83,149.83,500,74915.0,499.9999998717356,74914.99998078216
2020-01-11 21:00:00,146.91,146.91,0,0.0,499.99999987131736,73454.99998109523
2020-01-11 22:00:00,130.87,130.87,0,0.0,499.99999986905925,65434.99998286379
2020-01-11 23:00:00,126.05,126.05,0,0.0,2.5308540826601092e-09,3.1901415711930675e-07
2020-01-12 00:00:00,121.79,121.79,0,0.0,9.323857221329322e-10,1.1355525709856983e-07
2020-01-12 01:00:00,123.27,0.0,0,0.0,1.6413188240732807e-09,2.023253714435133e-07
2020-01-12 02:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 03:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 04:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 05:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 06:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 07:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 08:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 09:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 10:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 11:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 12:00:00,88.86,0.0,0,0.0,1.6413188240732807e-09,1.4584759070715172e-07
2020-01-12 13:00:00,88.28,0.0,0,0.0,1.6413188240732807e-09,1.4489562578918922e-07
2020-01-12 14:00:00,79.63,0.0,0,0.0,1.6413188240732807e-09,1.3069821796095535e-07
2020-01-12 15:00:00,82.1,0.0,0,0.0,1.6413188240732807e-09,1.3475227545641635e-07
2020-01-12 16:00:00,87.34,0.0,0,0.0,1.6413188240732807e-09,1.4335278609456034e-07
2020-01-12 17:00:00,87.79,87.79,500,43895.0,1.5817490860454845e-09,1.388617522639331e-07
2020-01-12 18:00:00,89.48,89.48,500,44740.0,124.99999986227475,11184.999987676345
2020-01-12 19:00:00,131.37,131.37,500,65685.0,499.99999945169253,65684.99992796885
2020-01-12 20:00:00,131.37,131.37,500,65685.0,499.99999945169253,65684.99992796885
2020-01-12 21:00:00,127.62,127.62,0,0.0,499.9999994525108,63809.99993012943
2020-01-12 22:00:00,89.48,89.48,0,0.0,124.99999986227475,11184.999987676345
