기간,01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시,최대,최소,가중평균
2020/01/13,127.17,88.79,88.79,88.79,88.79,88.79,124.1,129.52,154.47,148.36,148.79,88.79,88.79,88.79,123.07,194.95,142.68,198.02,201.08,143.99,140.79,141.8,138.17,120.88,201.08,88.79,131.02
2020/01/12,123.27,88.86,88.86,88.86,88.86,88.86,88.86,88.86,88.86,88.86,88.86,88.86,88.28,79.63,82.1,87.34,87.79,89.48,131.37,131.37,127.62,89.48,89.48,89.48,131.37,79.63,95.92
2020/01/11,140.77,122.33,88.79,88.79,88.79,88.79,88.79,132.45,88.79,88.79,88.79,88.79,79.37,81.18,87.4,87.4,89.42,126.17,150.12,149.83,146.91,130.87,126.05,121.79,150.12,79.37,109.24
2020/01/10,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,155.2,88.79,87,86.89,86.89,89.3,89.3,89.3,204.67,143.13,147.64,146.33,143.28,125.52,143.42,140.37,204.67,86.89,113.74
2020/01/09,88.79,87.18,87.18,85.83,87.18,87.18,87.18,90.68,90.68,90.68,90.68,87.06,87.06,87.06,89.33,89.33,147.89,149.49,152.84,150.22,147.16,147.6,124.37,147.46,152.84,85.83,109.34
2020/01/08,87.7,87.7,82.55,89.87,89.87,89.87,89.87,89.87,89.87,90.57,88.66,88.78,85.02,86.71,87.58,87.68,89.42,89.42,89.42,89.42,89.42,89.42,89.42,89.42,90.57,82.55,88.71
2020/01/07,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,87.16,87.16,88.23,84.99,86.72,86.76,90.68,90.68,90.68,90.68,88.03,88.03,88.03,88.03,88.03,90.68,84.99,88.47
2020/01/06,88.79,88.79,147.5,124.86,126.4,147.21,88.79,146.77,148.23,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,144.8,149.02,145.82,149.02,145.09,88.79,88.79,149.02,88.79,114.33
2020/01/05,88.79,88.79,88.79,129.4,88.79,126.31,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,88.79,142.18,149.59,146.83,143.49,142.03,202.96,200.66,123.59,202.96,88.79,115.54
2020/01/04,119.87,88.79,88.79,88.79,88.79,88.79,88.79,136.13,126.87,126.87,86.97,86.97,79.39,81.09,89.33,89.33,89.33,143.29,150.43,150.43,147.51,144.31,111.3,145.62,150.43,79.39,111.94
2020/01/03,123.49,88.79,88.79,88.79,88.79,88.79,88.79,88.79,152.22,150.62,88.79,88.79,88.79,88.79,88.79,88.79,127.79,149.39,152.15,150.26,148.22,121.22,147.79,147.93,152.22,88.79,115.41
2020/01/02,121.86,122.45,88.79,88.79,88.79,88.79,142.17,147.99,148.43,88.79,88.79,88.79,88.79,88.79,88.79,121.65,123.66,151.7,148.21,147.05,145.3,207.32,125.85,123.55,207.32,88.79,120.82
2020/01/01,88.95,129.25,88.95,88.95,88.95,88.95,125.94,88.95,133.4,87.8,87.47,84.89,87.36,86.13,88.89,89.42,125.86,154.95,152.63,129.8,128.26,124.51,89.42,120.76,154.95,84.89,107.36
